# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://waterdata.usgs.gov/provisional-data-statement/
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2024-06-06 21:58:07 EDT       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 04024000 ST. LOUIS RIVER AT SCANLON, MN
# -----------------------------------------------------------------------------------
#
# Data provided for site 04024000
#            TS   parameter     statistic     Description
#         72615       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	72615_00060_00003	72615_00060_00003_cd
USGS	04024000	2012-01-26	665	A:e
USGS	04024000	2012-01-27	708	A:e
USGS	04024000	2012-01-28	690	A
USGS	04024000	2012-01-29	693	A
USGS	04024000	2012-01-30	698	A
USGS	04024000	2012-01-31	737	A
USGS	04024000	2012-02-01	738	A
USGS	04024000	2012-02-02	673	A
USGS	04024000	2012-02-03	702	A
USGS	04024000	2012-02-04	763	A
USGS	04024000	2012-02-05	719	A
USGS	04024000	2012-02-06	700	A
USGS	04024000	2012-02-07	690	A
USGS	04024000	2012-02-08	741	A
USGS	04024000	2012-02-09	707	A
USGS	04024000	2012-02-10	720	A
USGS	04024000	2012-02-11	665	A:e
USGS	04024000	2012-02-12	587	A:e
USGS	04024000	2012-02-13	634	A
USGS	04024000	2012-02-14	662	A
USGS	04024000	2012-02-15	682	A
USGS	04024000	2012-02-16	701	A
USGS	04024000	2012-02-17	665	A
USGS	04024000	2012-02-18	661	A
USGS	04024000	2012-02-19	660	A
USGS	04024000	2012-02-20	678	A
USGS	04024000	2012-02-21	721	A
USGS	04024000	2012-02-22	713	A
USGS	04024000	2012-02-23	684	A
USGS	04024000	2012-02-24	669	A
USGS	04024000	2012-02-25	687	A
USGS	04024000	2012-02-26	755	A
USGS	04024000	2012-02-27	762	A
USGS	04024000	2012-02-28	693	A
USGS	04024000	2012-02-29	774	A
USGS	04024000	2012-03-01	770	A
USGS	04024000	2012-03-02	810	A
USGS	04024000	2012-03-03	766	A
USGS	04024000	2012-03-04	771	A
USGS	04024000	2012-03-05	792	A
USGS	04024000	2012-03-06	789	A
USGS	04024000	2012-03-07	797	A
USGS	04024000	2012-03-08	822	A
USGS	04024000	2012-03-09	795	A
USGS	04024000	2012-03-10	823	A
USGS	04024000	2012-03-11	894	A
USGS	04024000	2012-03-12	1030	A
USGS	04024000	2012-03-13	1380	A
USGS	04024000	2012-03-14	1900	A
USGS	04024000	2012-03-15	2140	A
USGS	04024000	2012-03-16	2100	A
USGS	04024000	2012-03-17	2110	A
USGS	04024000	2012-03-18	2080	A
USGS	04024000	2012-03-19	2130	A
USGS	04024000	2012-03-20	2310	A
USGS	04024000	2012-03-21	2340	A
USGS	04024000	2012-03-22	2280	A
USGS	04024000	2012-03-23	2370	A
USGS	04024000	2012-03-24	2170	A
USGS	04024000	2012-03-25	2110	A
USGS	04024000	2012-03-26	1920	A
USGS	04024000	2012-03-27	1920	A
USGS	04024000	2012-03-28	1740	A
USGS	04024000	2012-03-29	1610	A
USGS	04024000	2012-03-30	1660	A
USGS	04024000	2012-03-31	1710	A
USGS	04024000	2012-04-01	1840	A
USGS	04024000	2012-04-02	1880	A
USGS	04024000	2012-04-03	1850	A
USGS	04024000	2012-04-04	1810	A
USGS	04024000	2012-04-05	1740	A
USGS	04024000	2012-04-06	1600	A
USGS	04024000	2012-04-07	1540	A
USGS	04024000	2012-04-08	1530	A
USGS	04024000	2012-04-09	1510	A
USGS	04024000	2012-04-10	1350	A
USGS	04024000	2012-04-11	1280	A
USGS	04024000	2012-04-12	1260	A
USGS	04024000	2012-04-13	1160	A
USGS	04024000	2012-04-14	1250	A
USGS	04024000	2012-04-15	1350	A
USGS	04024000	2012-04-16	2770	A
USGS	04024000	2012-04-17	4540	A
USGS	04024000	2012-04-18	5070	A
USGS	04024000	2012-04-19	5700	A
USGS	04024000	2012-04-20	5920	A
USGS	04024000	2012-04-21	5450	A
USGS	04024000	2012-04-22	5190	A
USGS	04024000	2012-04-23	5160	A
USGS	04024000	2012-04-24	5090	A
USGS	04024000	2012-04-25	4810	A
USGS	04024000	2012-04-26	4720	A
USGS	04024000	2012-04-27	4420	A
USGS	04024000	2012-04-28	3980	A
USGS	04024000	2012-04-29	3590	A
USGS	04024000	2012-04-30	3230	A
USGS	04024000	2012-05-01	3010	A
USGS	04024000	2012-05-02	3040	A
USGS	04024000	2012-05-03	3230	A
USGS	04024000	2012-05-04	3880	A
USGS	04024000	2012-05-05	3920	A
USGS	04024000	2012-05-06	3620	A
USGS	04024000	2012-05-07	3550	A
USGS	04024000	2012-05-08	3290	A
USGS	04024000	2012-05-09	3230	A
USGS	04024000	2012-05-10	3030	A
USGS	04024000	2012-05-11	2890	A
USGS	04024000	2012-05-12	2520	A
USGS	04024000	2012-05-13	2320	A
USGS	04024000	2012-05-14	2170	A
USGS	04024000	2012-05-15	2000	A
USGS	04024000	2012-05-16	1670	A
USGS	04024000	2012-05-17	1520	A
USGS	04024000	2012-05-18	1500	A
USGS	04024000	2012-05-19	1450	A
USGS	04024000	2012-05-20	2510	A
USGS	04024000	2012-05-21	4750	A
USGS	04024000	2012-05-22	5180	A
USGS	04024000	2012-05-23	4770	A
USGS	04024000	2012-05-24	10600	A
USGS	04024000	2012-05-25	18400	A
USGS	04024000	2012-05-26	17400	A
USGS	04024000	2012-05-27	15600	A
USGS	04024000	2012-05-28	17900	A
USGS	04024000	2012-05-29	20500	A
USGS	04024000	2012-05-30	21000	A
USGS	04024000	2012-05-31	19700	A
USGS	04024000	2012-06-01	17500	A
USGS	04024000	2012-06-02	14600	A
USGS	04024000	2012-06-03	12000	A
USGS	04024000	2012-06-04	10100	A
USGS	04024000	2012-06-05	8560	A
USGS	04024000	2012-06-06	7270	A
USGS	04024000	2012-06-07	6010	A
USGS	04024000	2012-06-08	5330	A
USGS	04024000	2012-06-09	4590	A
USGS	04024000	2012-06-10	3980	A
USGS	04024000	2012-06-11	3670	A
USGS	04024000	2012-06-12	3530	A
USGS	04024000	2012-06-13	3150	A
USGS	04024000	2012-06-14	2860	A
USGS	04024000	2012-06-15	3020	A
USGS	04024000	2012-06-16	3060	A
USGS	04024000	2012-06-17	3350	A
USGS	04024000	2012-06-18	4230	A
USGS	04024000	2012-06-19	5330	A
USGS	04024000	2012-06-20	35900	A
USGS	04024000	2012-06-21	45000	A
USGS	04024000	2012-06-22	42800	A
USGS	04024000	2012-06-23	39600	A
USGS	04024000	2012-06-24	37800	A
USGS	04024000	2012-06-25	35900	A
USGS	04024000	2012-06-26	31100	A
USGS	04024000	2012-06-27	25200	A
USGS	04024000	2012-06-28	19400	A
USGS	04024000	2012-06-29	14400	A
USGS	04024000	2012-06-30	10600	A
USGS	04024000	2012-07-01	8280	A
USGS	04024000	2012-07-02	6500	A
USGS	04024000	2012-07-03	5990	A
USGS	04024000	2012-07-04	6150	A
USGS	04024000	2012-07-05	5930	A
USGS	04024000	2012-07-06	5330	A
USGS	04024000	2012-07-07	4990	A
USGS	04024000	2012-07-08	4630	A
USGS	04024000	2012-07-09	4280	A
USGS	04024000	2012-07-10	3980	A
USGS	04024000	2012-07-11	3610	A
USGS	04024000	2012-07-12	3260	A
USGS	04024000	2012-07-13	3050	A
USGS	04024000	2012-07-14	2710	A
USGS	04024000	2012-07-15	2650	A
USGS	04024000	2012-07-16	2350	A
USGS	04024000	2012-07-17	2400	A
USGS	04024000	2012-07-18	2020	A
USGS	04024000	2012-07-19	1900	A
USGS	04024000	2012-07-20	1760	A
USGS	04024000	2012-07-21	1640	A
USGS	04024000	2012-07-22	1520	A
USGS	04024000	2012-07-23	1470	A
USGS	04024000	2012-07-24	1260	A
USGS	04024000	2012-07-25	1470	A
USGS	04024000	2012-07-26	1820	A
USGS	04024000	2012-07-27	2140	A
USGS	04024000	2012-07-28	2080	A
USGS	04024000	2012-07-29	1800	A
USGS	04024000	2012-07-30	1800	A
USGS	04024000	2012-07-31	1760	A
USGS	04024000	2012-08-01	1780	A
USGS	04024000	2012-08-02	1730	A
USGS	04024000	2012-08-03	1540	A
USGS	04024000	2012-08-04	1650	A
USGS	04024000	2012-08-05	1610	A
USGS	04024000	2012-08-06	1570	A
USGS	04024000	2012-08-07	1500	A
USGS	04024000	2012-08-08	1370	A
USGS	04024000	2012-08-09	1280	A
USGS	04024000	2012-08-10	1290	A
USGS	04024000	2012-08-11	1160	A
USGS	04024000	2012-08-12	1050	A
USGS	04024000	2012-08-13	1050	A
USGS	04024000	2012-08-14	978	A
USGS	04024000	2012-08-15	914	A
USGS	04024000	2012-08-16	983	A
USGS	04024000	2012-08-17	905	A
USGS	04024000	2012-08-18	838	A
USGS	04024000	2012-08-19	837	A
USGS	04024000	2012-08-20	839	A
USGS	04024000	2012-08-21	777	A
USGS	04024000	2012-08-22	728	A
USGS	04024000	2012-08-23	715	A
USGS	04024000	2012-08-24	740	A
USGS	04024000	2012-08-25	726	A
USGS	04024000	2012-08-26	625	A
USGS	04024000	2012-08-27	647	A
USGS	04024000	2012-08-28	676	A
USGS	04024000	2012-08-29	657	A
USGS	04024000	2012-08-30	585	A
USGS	04024000	2012-08-31	588	A
USGS	04024000	2012-09-01	583	A
USGS	04024000	2012-09-02	535	A
USGS	04024000	2012-09-03	516	A
USGS	04024000	2012-09-04	521	A
USGS	04024000	2012-09-05	513	A
USGS	04024000	2012-09-06	504	A
USGS	04024000	2012-09-07	511	A
USGS	04024000	2012-09-08	510	A
USGS	04024000	2012-09-09	453	A
USGS	04024000	2012-09-10	424	A
USGS	04024000	2012-09-11	518	A
USGS	04024000	2012-09-12	523	A
USGS	04024000	2012-09-13	462	A
USGS	04024000	2012-09-14	443	A
USGS	04024000	2012-09-15	433	A
USGS	04024000	2012-09-16	446	A
USGS	04024000	2012-09-17	475	A
USGS	04024000	2012-09-18	482	A
USGS	04024000	2012-09-19	384	A
USGS	04024000	2012-09-20	422	A
USGS	04024000	2012-09-21	501	A
USGS	04024000	2012-09-22	500	A
USGS	04024000	2012-09-23	491	A
USGS	04024000	2012-09-24	486	A
USGS	04024000	2012-09-25	488	A
USGS	04024000	2012-09-26	488	A
USGS	04024000	2012-09-27	485	A
USGS	04024000	2012-09-28	457	A
USGS	04024000	2012-09-29	429	A
USGS	04024000	2012-09-30	437	A
USGS	04024000	2012-10-01	527	A
USGS	04024000	2012-10-02	523	A
USGS	04024000	2012-10-03	512	A
USGS	04024000	2012-10-04	517	A
USGS	04024000	2012-10-05	503	A
USGS	04024000	2012-10-06	502	A
USGS	04024000	2012-10-07	494	A
USGS	04024000	2012-10-08	489	A
USGS	04024000	2012-10-09	493	A
USGS	04024000	2012-10-10	523	A
USGS	04024000	2012-10-11	557	A
USGS	04024000	2012-10-12	503	A
USGS	04024000	2012-10-13	446	A
USGS	04024000	2012-10-14	446	A
USGS	04024000	2012-10-15	441	A
USGS	04024000	2012-10-16	440	A
USGS	04024000	2012-10-17	410	A
USGS	04024000	2012-10-18	404	A
USGS	04024000	2012-10-19	463	A
USGS	04024000	2012-10-20	458	A
USGS	04024000	2012-10-21	467	A
USGS	04024000	2012-10-22	460	A
USGS	04024000	2012-10-23	457	A
USGS	04024000	2012-10-24	531	A
USGS	04024000	2012-10-25	564	A
USGS	04024000	2012-10-26	595	A
USGS	04024000	2012-10-27	513	A
USGS	04024000	2012-10-28	549	A
USGS	04024000	2012-10-29	539	A
USGS	04024000	2012-10-30	540	A
USGS	04024000	2012-10-31	515	A
USGS	04024000	2012-11-01	530	A
USGS	04024000	2012-11-02	545	A
USGS	04024000	2012-11-03	492	A
USGS	04024000	2012-11-04	555	A
USGS	04024000	2012-11-05	575	A
USGS	04024000	2012-11-06	604	A
USGS	04024000	2012-11-07	600	A
USGS	04024000	2012-11-08	630	A
USGS	04024000	2012-11-09	666	A
USGS	04024000	2012-11-10	580	A
USGS	04024000	2012-11-11	734	A
USGS	04024000	2012-11-12	634	A
USGS	04024000	2012-11-13	774	A
USGS	04024000	2012-11-14	673	A
USGS	04024000	2012-11-15	675	A
USGS	04024000	2012-11-16	705	A
USGS	04024000	2012-11-17	705	A
USGS	04024000	2012-11-18	665	A
USGS	04024000	2012-11-19	632	A
USGS	04024000	2012-11-20	770	A
USGS	04024000	2012-11-21	709	A
USGS	04024000	2012-11-22	671	A
USGS	04024000	2012-11-23	798	A
USGS	04024000	2012-11-24	530	A
USGS	04024000	2012-11-25	558	A
USGS	04024000	2012-11-26	596	A
USGS	04024000	2012-11-27	526	A
USGS	04024000	2012-11-28	623	A
USGS	04024000	2012-11-29	719	A
USGS	04024000	2012-11-30	751	A
USGS	04024000	2012-12-01	754	A
USGS	04024000	2012-12-02	825	A
USGS	04024000	2012-12-03	753	A
USGS	04024000	2012-12-04	883	A
USGS	04024000	2012-12-05	712	A
USGS	04024000	2012-12-06	767	A
USGS	04024000	2012-12-07	824	A
USGS	04024000	2012-12-08	667	A
USGS	04024000	2012-12-09	731	A
USGS	04024000	2012-12-10	761	A
USGS	04024000	2012-12-11	718	A
USGS	04024000	2012-12-12	607	A
USGS	04024000	2012-12-13	721	A
USGS	04024000	2012-12-14	807	A
USGS	04024000	2012-12-15	795	A
USGS	04024000	2012-12-16	911	A
USGS	04024000	2012-12-17	900	A
USGS	04024000	2012-12-18	843	A
USGS	04024000	2012-12-19	831	A
USGS	04024000	2012-12-20	884	A
USGS	04024000	2012-12-21	790	A
USGS	04024000	2012-12-22	704	A
USGS	04024000	2012-12-23	722	A
USGS	04024000	2012-12-24	782	A
USGS	04024000	2012-12-25	642	A
USGS	04024000	2012-12-26	611	A
USGS	04024000	2012-12-27	661	A
USGS	04024000	2012-12-28	703	A
USGS	04024000	2012-12-29	700	A
USGS	04024000	2012-12-30	695	A
USGS	04024000	2012-12-31	715	A
USGS	04024000	2013-01-01	711	A
USGS	04024000	2013-01-02	682	A
USGS	04024000	2013-01-03	679	A
USGS	04024000	2013-01-04	731	A
USGS	04024000	2013-01-05	725	A
USGS	04024000	2013-01-06	699	A
USGS	04024000	2013-01-07	659	A
USGS	04024000	2013-01-08	708	A
USGS	04024000	2013-01-09	736	A
USGS	04024000	2013-01-10	710	A
USGS	04024000	2013-01-11	713	A
USGS	04024000	2013-01-12	777	A
USGS	04024000	2013-01-13	837	A
USGS	04024000	2013-01-14	716	A
USGS	04024000	2013-01-15	700	A
USGS	04024000	2013-01-16	733	A
USGS	04024000	2013-01-17	759	A
USGS	04024000	2013-01-18	667	A
USGS	04024000	2013-01-19	647	A
USGS	04024000	2013-01-20	708	A:e
USGS	04024000	2013-01-21	688	A:e
USGS	04024000	2013-01-22	632	A:e
USGS	04024000	2013-01-23	598	A:e
USGS	04024000	2013-01-24	530	A:e
USGS	04024000	2013-01-25	646	A:e
USGS	04024000	2013-01-26	723	A:e
USGS	04024000	2013-01-27	729	A:e
USGS	04024000	2013-01-28	747	A:e
USGS	04024000	2013-01-29	747	A:e
USGS	04024000	2013-01-30	741	A:e
USGS	04024000	2013-01-31	735	A:e
USGS	04024000	2013-02-01	702	A:e
USGS	04024000	2013-02-02	698	A:e
USGS	04024000	2013-02-03	692	A:e
USGS	04024000	2013-02-04	684	A:e
USGS	04024000	2013-02-05	698	A:e
USGS	04024000	2013-02-06	672	A:e
USGS	04024000	2013-02-07	640	A:e
USGS	04024000	2013-02-08	620	A:e
USGS	04024000	2013-02-09	648	A:e
USGS	04024000	2013-02-10	670	A:e
USGS	04024000	2013-02-11	658	A:e
USGS	04024000	2013-02-12	652	A:e
USGS	04024000	2013-02-13	666	A:e
USGS	04024000	2013-02-14	733	A:e
USGS	04024000	2013-02-15	700	A:e
USGS	04024000	2013-02-16	698	A:e
USGS	04024000	2013-02-17	706	A:e
USGS	04024000	2013-02-18	759	A:e
USGS	04024000	2013-02-19	713	A:e
USGS	04024000	2013-02-20	727	A:e
USGS	04024000	2013-02-21	702	A:e
USGS	04024000	2013-02-22	713	A:e
USGS	04024000	2013-02-23	764	A:e
USGS	04024000	2013-02-24	742	A:e
USGS	04024000	2013-02-25	666	A:e
USGS	04024000	2013-02-26	742	A:e
USGS	04024000	2013-02-27	734	A:e
USGS	04024000	2013-02-28	677	A:e
USGS	04024000	2013-03-01	691	A:e
USGS	04024000	2013-03-02	740	A:e
USGS	04024000	2013-03-03	729	A:e
USGS	04024000	2013-03-04	685	A:e
USGS	04024000	2013-03-05	693	A:e
USGS	04024000	2013-03-06	693	A:e
USGS	04024000	2013-03-07	683	A:e
USGS	04024000	2013-03-08	680	A:e
USGS	04024000	2013-03-09	647	A:e
USGS	04024000	2013-03-10	672	A:e
USGS	04024000	2013-03-11	683	A:e
USGS	04024000	2013-03-12	680	A:e
USGS	04024000	2013-03-13	729	A:e
USGS	04024000	2013-03-14	767	A:e
USGS	04024000	2013-03-15	718	A:e
USGS	04024000	2013-03-16	756	A:e
USGS	04024000	2013-03-17	756	A:e
USGS	04024000	2013-03-18	732	A:e
USGS	04024000	2013-03-19	753	A:e
USGS	04024000	2013-03-20	759	A:e
USGS	04024000	2013-03-21	794	A:e
USGS	04024000	2013-03-22	827	A:e
USGS	04024000	2013-03-23	757	A:e
USGS	04024000	2013-03-24	746	A:e
USGS	04024000	2013-03-25	787	A:e
USGS	04024000	2013-03-26	831	A:e
USGS	04024000	2013-03-27	792	A
USGS	04024000	2013-03-28	776	A
USGS	04024000	2013-03-29	741	A
USGS	04024000	2013-03-30	907	A:e
USGS	04024000	2013-03-31	1030	A:e
USGS	04024000	2013-04-01	1170	A:e
USGS	04024000	2013-04-02	1250	A:e
USGS	04024000	2013-04-03	1160	A:e
USGS	04024000	2013-04-04	1320	A:e
USGS	04024000	2013-04-05	1310	A:e
USGS	04024000	2013-04-06	1450	A:e
USGS	04024000	2013-04-07	1370	A:e
USGS	04024000	2013-04-08	1280	A:e
USGS	04024000	2013-04-09	1290	A:e
USGS	04024000	2013-04-10	1460	A:e
USGS	04024000	2013-04-11	1580	A:e
USGS	04024000	2013-04-12	1490	A:e
USGS	04024000	2013-04-13	1440	A:e
USGS	04024000	2013-04-14	1280	A
USGS	04024000	2013-04-15	1220	A
USGS	04024000	2013-04-16	1130	A
USGS	04024000	2013-04-17	1180	A
USGS	04024000	2013-04-18	1230	A
USGS	04024000	2013-04-19	1130	A
USGS	04024000	2013-04-20	1090	A
USGS	04024000	2013-04-21	1070	A
USGS	04024000	2013-04-22	1140	A
USGS	04024000	2013-04-23	1170	A
USGS	04024000	2013-04-24	1220	A
USGS	04024000	2013-04-25	1390	A
USGS	04024000	2013-04-26	1780	A
USGS	04024000	2013-04-27	3870	A
USGS	04024000	2013-04-28	8960	A
USGS	04024000	2013-04-29	13400	A
USGS	04024000	2013-04-30	17200	A
USGS	04024000	2013-05-01	17000	A
USGS	04024000	2013-05-02	15500	A
USGS	04024000	2013-05-03	13900	A
USGS	04024000	2013-05-04	12400	A
USGS	04024000	2013-05-05	11000	A
USGS	04024000	2013-05-06	9890	A
USGS	04024000	2013-05-07	8960	A
USGS	04024000	2013-05-08	8330	A
USGS	04024000	2013-05-09	7830	A
USGS	04024000	2013-05-10	7300	A
USGS	04024000	2013-05-11	6820	A
USGS	04024000	2013-05-12	6240	A
USGS	04024000	2013-05-13	5730	A
USGS	04024000	2013-05-14	5430	A
USGS	04024000	2013-05-15	5080	A
USGS	04024000	2013-05-16	4810	A
USGS	04024000	2013-05-17	4460	A
USGS	04024000	2013-05-18	4210	A
USGS	04024000	2013-05-19	4060	A
USGS	04024000	2013-05-20	4190	A
USGS	04024000	2013-05-21	5330	A
USGS	04024000	2013-05-22	7170	A
USGS	04024000	2013-05-23	8560	A
USGS	04024000	2013-05-24	8080	A
USGS	04024000	2013-05-25	7690	A
USGS	04024000	2013-05-26	7290	A
USGS	04024000	2013-05-27	7080	A
USGS	04024000	2013-05-28	6730	A
USGS	04024000	2013-05-29	6510	A
USGS	04024000	2013-05-30	7190	A
USGS	04024000	2013-05-31	8240	A
USGS	04024000	2013-06-01	8730	A
USGS	04024000	2013-06-02	7630	A
USGS	04024000	2013-06-03	6190	A
USGS	04024000	2013-06-04	5430	A
USGS	04024000	2013-06-05	5060	A
USGS	04024000	2013-06-06	5160	A
USGS	04024000	2013-06-07	5230	A
USGS	04024000	2013-06-08	4870	A
USGS	04024000	2013-06-09	4430	A
USGS	04024000	2013-06-10	4740	A
USGS	04024000	2013-06-11	5020	A
USGS	04024000	2013-06-12	4730	A
USGS	04024000	2013-06-13	3990	A
USGS	04024000	2013-06-14	3320	A
USGS	04024000	2013-06-15	2870	A
USGS	04024000	2013-06-16	2630	A
USGS	04024000	2013-06-17	2400	A
USGS	04024000	2013-06-18	2250	A
USGS	04024000	2013-06-19	2160	A
USGS	04024000	2013-06-20	2060	A
USGS	04024000	2013-06-21	3530	A
USGS	04024000	2013-06-22	6830	A
USGS	04024000	2013-06-23	8180	A
USGS	04024000	2013-06-24	9270	A
USGS	04024000	2013-06-25	9430	A
USGS	04024000	2013-06-26	8990	A
USGS	04024000	2013-06-27	8310	A
USGS	04024000	2013-06-28	7790	A
USGS	04024000	2013-06-29	7770	A
USGS	04024000	2013-06-30	7240	A
USGS	04024000	2013-07-01	6460	A
USGS	04024000	2013-07-02	5800	A
USGS	04024000	2013-07-03	5090	A
USGS	04024000	2013-07-04	4450	A
USGS	04024000	2013-07-05	3900	A
USGS	04024000	2013-07-06	3430	A
USGS	04024000	2013-07-07	3080	A
USGS	04024000	2013-07-08	2990	A
USGS	04024000	2013-07-09	2900	A
USGS	04024000	2013-07-10	2840	A
USGS	04024000	2013-07-11	2810	A
USGS	04024000	2013-07-12	2720	A
USGS	04024000	2013-07-13	2620	A
USGS	04024000	2013-07-14	2760	A
USGS	04024000	2013-07-15	2990	A
USGS	04024000	2013-07-16	3400	A
USGS	04024000	2013-07-17	3460	A
USGS	04024000	2013-07-18	3280	A
USGS	04024000	2013-07-19	3220	A
USGS	04024000	2013-07-20	3060	A
USGS	04024000	2013-07-21	2730	A
USGS	04024000	2013-07-22	2530	A
USGS	04024000	2013-07-23	2360	A
USGS	04024000	2013-07-24	2290	A
USGS	04024000	2013-07-25	2140	A
USGS	04024000	2013-07-26	1980	A
USGS	04024000	2013-07-27	1770	A
USGS	04024000	2013-07-28	1690	A
USGS	04024000	2013-07-29	1690	A
USGS	04024000	2013-07-30	1510	A
USGS	04024000	2013-07-31	1390	A
USGS	04024000	2013-08-01	1310	A
USGS	04024000	2013-08-02	1260	A
USGS	04024000	2013-08-03	1040	A
USGS	04024000	2013-08-04	999	A
USGS	04024000	2013-08-05	966	A
USGS	04024000	2013-08-06	834	A
USGS	04024000	2013-08-07	961	A
USGS	04024000	2013-08-08	846	A
USGS	04024000	2013-08-09	932	A
USGS	04024000	2013-08-10	815	A
USGS	04024000	2013-08-11	735	A
USGS	04024000	2013-08-12	752	A
USGS	04024000	2013-08-13	728	A
USGS	04024000	2013-08-14	652	A
USGS	04024000	2013-08-15	532	A
USGS	04024000	2013-08-16	624	A
USGS	04024000	2013-08-17	582	A
USGS	04024000	2013-08-18	523	A
USGS	04024000	2013-08-19	450	A
USGS	04024000	2013-08-20	571	A
USGS	04024000	2013-08-21	521	A
USGS	04024000	2013-08-22	449	A
USGS	04024000	2013-08-23	439	A
USGS	04024000	2013-08-24	481	A
USGS	04024000	2013-08-25	495	A
USGS	04024000	2013-08-26	510	A
USGS	04024000	2013-08-27	781	A
USGS	04024000	2013-08-28	695	A
USGS	04024000	2013-08-29	615	A
USGS	04024000	2013-08-30	692	A
USGS	04024000	2013-08-31	958	A
USGS	04024000	2013-09-01	1020	A
USGS	04024000	2013-09-02	786	A
USGS	04024000	2013-09-03	849	A
USGS	04024000	2013-09-04	673	A
USGS	04024000	2013-09-05	667	A
USGS	04024000	2013-09-06	624	A
USGS	04024000	2013-09-07	593	A
USGS	04024000	2013-09-08	627	A
USGS	04024000	2013-09-09	633	A
USGS	04024000	2013-09-10	561	A
USGS	04024000	2013-09-11	566	A
USGS	04024000	2013-09-12	583	A
USGS	04024000	2013-09-13	535	A
USGS	04024000	2013-09-14	546	A
USGS	04024000	2013-09-15	675	A
USGS	04024000	2013-09-16	456	A
USGS	04024000	2013-09-17	473	A
USGS	04024000	2013-09-18	580	A
USGS	04024000	2013-09-19	513	A
USGS	04024000	2013-09-20	717	A
USGS	04024000	2013-09-21	580	A
USGS	04024000	2013-09-22	561	A
USGS	04024000	2013-09-23	559	A
USGS	04024000	2013-09-24	543	A
USGS	04024000	2013-09-25	512	A
USGS	04024000	2013-09-26	451	A
USGS	04024000	2013-09-27	553	A
USGS	04024000	2013-09-28	521	A
USGS	04024000	2013-09-29	472	A
USGS	04024000	2013-09-30	533	A
USGS	04024000	2013-10-01	583	A
USGS	04024000	2013-10-02	517	A
USGS	04024000	2013-10-03	582	A
USGS	04024000	2013-10-04	656	A
USGS	04024000	2013-10-05	663	A
USGS	04024000	2013-10-06	1260	A
USGS	04024000	2013-10-07	1410	A
USGS	04024000	2013-10-08	1560	A
USGS	04024000	2013-10-09	1510	A
USGS	04024000	2013-10-10	1230	A
USGS	04024000	2013-10-11	1140	A
USGS	04024000	2013-10-12	1080	A
USGS	04024000	2013-10-13	1030	A
USGS	04024000	2013-10-14	1070	A
USGS	04024000	2013-10-15	1100	A
USGS	04024000	2013-10-16	1410	A
USGS	04024000	2013-10-17	1650	A
