# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://waterdata.usgs.gov/provisional-data-statement/
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2024-06-06 21:58:12 EDT       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 04027500 WHITE RIVER NEAR ASHLAND, WI
# -----------------------------------------------------------------------------------
#
# Data provided for site 04027500
#            TS   parameter     statistic     Description
#        152328       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	152328_00060_00003	152328_00060_00003_cd
USGS	04027500	2012-05-04	300	A
USGS	04027500	2012-05-05	276	A
USGS	04027500	2012-05-06	573	A
USGS	04027500	2012-05-07	523	A
USGS	04027500	2012-05-08	527	A
USGS	04027500	2012-05-09	496	A
USGS	04027500	2012-05-10	372	A
USGS	04027500	2012-05-11	269	A
USGS	04027500	2012-05-12	232	A
USGS	04027500	2012-05-13	215	A
USGS	04027500	2012-05-14	173	A
USGS	04027500	2012-05-15	193	A
USGS	04027500	2012-05-16	170	A
USGS	04027500	2012-05-17	164	A
USGS	04027500	2012-05-18	171	A
USGS	04027500	2012-05-19	157	A
USGS	04027500	2012-05-20	163	A
USGS	04027500	2012-05-21	184	A
USGS	04027500	2012-05-22	207	A
USGS	04027500	2012-05-23	183	A
USGS	04027500	2012-05-24	609	A
USGS	04027500	2012-05-25	1210	A
USGS	04027500	2012-05-26	772	A
USGS	04027500	2012-05-27	1700	A
USGS	04027500	2012-05-28	1020	A
USGS	04027500	2012-05-29	1020	A
USGS	04027500	2012-05-30	818	A
USGS	04027500	2012-05-31	639	A
USGS	04027500	2012-06-01	474	A
USGS	04027500	2012-06-02	325	A
USGS	04027500	2012-06-03	258	A
USGS	04027500	2012-06-04	231	A
USGS	04027500	2012-06-05	212	A
USGS	04027500	2012-06-06	200	A
USGS	04027500	2012-06-07	196	A
USGS	04027500	2012-06-08	183	A
USGS	04027500	2012-06-09	187	A
USGS	04027500	2012-06-10	187	A
USGS	04027500	2012-06-11	163	A
USGS	04027500	2012-06-12	161	A
USGS	04027500	2012-06-13	172	A
USGS	04027500	2012-06-14	170	A
USGS	04027500	2012-06-15	209	A
USGS	04027500	2012-06-16	243	A
USGS	04027500	2012-06-17	232	A
USGS	04027500	2012-06-18	287	A
USGS	04027500	2012-06-19	327	A
USGS	04027500	2012-06-20	1920	A
USGS	04027500	2012-06-21	1270	A
USGS	04027500	2012-06-22	990	A
USGS	04027500	2012-06-23	981	A
USGS	04027500	2012-06-24	817	A
USGS	04027500	2012-06-25	550	A
USGS	04027500	2012-06-26	352	A
USGS	04027500	2012-06-27	273	A
USGS	04027500	2012-06-28	245	A
USGS	04027500	2012-06-29	227	A
USGS	04027500	2012-06-30	206	A
USGS	04027500	2012-07-01	170	A
USGS	04027500	2012-07-02	200	A
USGS	04027500	2012-07-03	189	A
USGS	04027500	2012-07-04	213	A
USGS	04027500	2012-07-05	198	A
USGS	04027500	2012-07-06	181	A
USGS	04027500	2012-07-07	182	A
USGS	04027500	2012-07-08	182	A
USGS	04027500	2012-07-09	175	A
USGS	04027500	2012-07-10	165	A
USGS	04027500	2012-07-11	175	A
USGS	04027500	2012-07-12	178	A
USGS	04027500	2012-07-13	168	A
USGS	04027500	2012-07-14	176	A
USGS	04027500	2012-07-15	173	A
USGS	04027500	2012-07-16	157	A
USGS	04027500	2012-07-17	154	A
USGS	04027500	2012-07-18	156	A
USGS	04027500	2012-07-19	153	A
USGS	04027500	2012-07-20	147	A
USGS	04027500	2012-07-21	143	A
USGS	04027500	2012-07-22	148	A
USGS	04027500	2012-07-23	136	A
USGS	04027500	2012-07-24	142	A
USGS	04027500	2012-07-25	152	A
USGS	04027500	2012-07-26	170	A
USGS	04027500	2012-07-27	205	A
USGS	04027500	2012-07-28	204	A
USGS	04027500	2012-07-29	190	A
USGS	04027500	2012-07-30	172	A
USGS	04027500	2012-07-31	151	A
USGS	04027500	2012-08-01	153	A
USGS	04027500	2012-08-02	152	A
USGS	04027500	2012-08-03	142	A
USGS	04027500	2012-08-04	157	A
USGS	04027500	2012-08-05	157	A
USGS	04027500	2012-08-06	169	A
USGS	04027500	2012-08-07	148	A
USGS	04027500	2012-08-08	150	A
USGS	04027500	2012-08-09	157	A
USGS	04027500	2012-08-10	155	A
USGS	04027500	2012-08-11	166	A
USGS	04027500	2012-08-12	158	A
USGS	04027500	2012-08-13	147	A
USGS	04027500	2012-08-14	157	A
USGS	04027500	2012-08-15	151	A
USGS	04027500	2012-08-16	164	A
USGS	04027500	2012-08-17	148	A
USGS	04027500	2012-08-18	155	A
USGS	04027500	2012-08-19	165	A
USGS	04027500	2012-08-20	155	A
USGS	04027500	2012-08-21	163	A
USGS	04027500	2012-08-22	145	A
USGS	04027500	2012-08-23	151	A
USGS	04027500	2012-08-24	158	A
USGS	04027500	2012-08-25	162	A
USGS	04027500	2012-08-26	158	A
USGS	04027500	2012-08-27	143	A
USGS	04027500	2012-08-28	145	A
USGS	04027500	2012-08-29	145	A
USGS	04027500	2012-08-30	135	A
USGS	04027500	2012-08-31	135	A
USGS	04027500	2012-09-01	138	A
USGS	04027500	2012-09-02	131	A
USGS	04027500	2012-09-03	135	A
USGS	04027500	2012-09-04	142	A
USGS	04027500	2012-09-05	134	A
USGS	04027500	2012-09-06	144	A
USGS	04027500	2012-09-07	152	A
USGS	04027500	2012-09-08	151	A
USGS	04027500	2012-09-09	152	A
USGS	04027500	2012-09-10	151	A
USGS	04027500	2012-09-11	149	A
USGS	04027500	2012-09-12	145	A
USGS	04027500	2012-09-13	148	A
USGS	04027500	2012-09-14	147	A
USGS	04027500	2012-09-15	139	A
USGS	04027500	2012-09-16	145	A
USGS	04027500	2012-09-17	146	A
USGS	04027500	2012-09-18	136	A
USGS	04027500	2012-09-19	139	A
USGS	04027500	2012-09-20	145	A
USGS	04027500	2012-09-21	146	A
USGS	04027500	2012-09-22	154	A
USGS	04027500	2012-09-23	164	A
USGS	04027500	2012-09-24	169	A
USGS	04027500	2012-09-25	147	A
USGS	04027500	2012-09-26	149	A
USGS	04027500	2012-09-27	150	A
USGS	04027500	2012-09-28	140	A
USGS	04027500	2012-09-29	147	A
USGS	04027500	2012-09-30	152	A
USGS	04027500	2012-10-01	140	A
USGS	04027500	2012-10-02	146	A
USGS	04027500	2012-10-03	149	A
USGS	04027500	2012-10-04	139	A
USGS	04027500	2012-10-05	141	A
USGS	04027500	2012-10-06	145	A
USGS	04027500	2012-10-07	138	A
USGS	04027500	2012-10-08	148	A
USGS	04027500	2012-10-09	149	A
USGS	04027500	2012-10-10	149	A
USGS	04027500	2012-10-11	151	A
USGS	04027500	2012-10-12	158	A
USGS	04027500	2012-10-13	158	A
USGS	04027500	2012-10-14	150	A
USGS	04027500	2012-10-15	158	A
USGS	04027500	2012-10-16	156	A
USGS	04027500	2012-10-17	151	A
USGS	04027500	2012-10-18	167	A
USGS	04027500	2012-10-19	165	A
USGS	04027500	2012-10-20	178	A
USGS	04027500	2012-10-21	176	A
USGS	04027500	2012-10-22	153	A
USGS	04027500	2012-10-23	168	A
USGS	04027500	2012-10-24	173	A
USGS	04027500	2012-10-25	214	A
USGS	04027500	2012-10-26	257	A
USGS	04027500	2012-10-27	281	A
USGS	04027500	2012-10-28	248	A
USGS	04027500	2012-10-29	219	A
USGS	04027500	2012-10-30	204	A
USGS	04027500	2012-10-31	168	A
USGS	04027500	2012-11-01	164	A
USGS	04027500	2012-11-02	185	A
USGS	04027500	2012-11-03	153	A
USGS	04027500	2012-11-04	178	A
USGS	04027500	2012-11-05	161	A
USGS	04027500	2012-11-06	159	A
USGS	04027500	2012-11-07	177	A
USGS	04027500	2012-11-08	157	A
USGS	04027500	2012-11-09	193	A
USGS	04027500	2012-11-10	150	A
USGS	04027500	2012-11-11	186	A
USGS	04027500	2012-11-12	181	A
USGS	04027500	2012-11-13	165	A
USGS	04027500	2012-11-14	179	A
USGS	04027500	2012-11-15	156	A
USGS	04027500	2012-11-16	176	A
USGS	04027500	2012-11-17	160	A
USGS	04027500	2012-11-18	167	A
USGS	04027500	2012-11-19	178	A
USGS	04027500	2012-11-20	158	A
USGS	04027500	2012-11-21	183	A
USGS	04027500	2012-11-22	153	A
USGS	04027500	2012-11-23	186	A
USGS	04027500	2012-11-24	157	A
USGS	04027500	2012-11-25	176	A
USGS	04027500	2012-11-26	147	A
USGS	04027500	2012-11-27	113	A:e
USGS	04027500	2012-11-28	148	A:e
USGS	04027500	2012-11-29	150	A:e
USGS	04027500	2012-11-30	165	A:e
USGS	04027500	2012-12-01	163	A:e
USGS	04027500	2012-12-02	164	A:e
USGS	04027500	2012-12-03	171	A:e
USGS	04027500	2012-12-04	185	A
USGS	04027500	2012-12-05	189	A
USGS	04027500	2012-12-06	158	A
USGS	04027500	2012-12-07	185	A
USGS	04027500	2012-12-08	163	A
USGS	04027500	2012-12-09	160	A
USGS	04027500	2012-12-10	157	A
USGS	04027500	2012-12-11	147	A
USGS	04027500	2012-12-12	140	A
USGS	04027500	2012-12-13	144	A:e
USGS	04027500	2012-12-14	164	A:e
USGS	04027500	2012-12-15	164	A:e
USGS	04027500	2012-12-16	199	A
USGS	04027500	2012-12-17	170	A
USGS	04027500	2012-12-18	188	A
USGS	04027500	2012-12-19	153	A
USGS	04027500	2012-12-20	177	A
USGS	04027500	2012-12-21	134	A
USGS	04027500	2012-12-22	126	A
USGS	04027500	2012-12-23	125	A
USGS	04027500	2012-12-24	126	A
USGS	04027500	2012-12-25	128	A:e
USGS	04027500	2012-12-26	112	A:e
USGS	04027500	2012-12-27	110	A:e
USGS	04027500	2012-12-28	101	A:e
USGS	04027500	2012-12-29	147	A:e
USGS	04027500	2012-12-30	148	A:e
USGS	04027500	2012-12-31	147	A:e
USGS	04027500	2013-01-01	123	A:e
USGS	04027500	2013-01-02	124	A:e
USGS	04027500	2013-01-03	105	A:e
USGS	04027500	2013-01-04	156	A:e
USGS	04027500	2013-01-05	162	A:e
USGS	04027500	2013-01-06	163	A:e
USGS	04027500	2013-01-07	174	A:e
USGS	04027500	2013-01-08	186	A:e
USGS	04027500	2013-01-09	175	A:e
USGS	04027500	2013-01-10	185	A:e
USGS	04027500	2013-01-11	181	A:e
USGS	04027500	2013-01-12	189	A:e
USGS	04027500	2013-01-13	169	A:e
USGS	04027500	2013-01-14	150	A:e
USGS	04027500	2013-01-15	103	A:e
USGS	04027500	2013-01-16	131	A:e
USGS	04027500	2013-01-17	144	A:e
USGS	04027500	2013-01-18	166	A:e
USGS	04027500	2013-01-19	129	A:e
USGS	04027500	2013-01-20	166	A:e
USGS	04027500	2013-01-21	148	A:e
USGS	04027500	2013-01-22	133	A:e
USGS	04027500	2013-01-23	132	A:e
USGS	04027500	2013-01-24	159	A:e
USGS	04027500	2013-01-25	143	A:e
USGS	04027500	2013-01-26	143	A:e
USGS	04027500	2013-01-27	145	A:e
USGS	04027500	2013-01-28	163	A:e
USGS	04027500	2013-01-29	148	A:e
USGS	04027500	2013-01-30	163	A:e
USGS	04027500	2013-01-31	152	A:e
USGS	04027500	2013-02-01	174	A:e
USGS	04027500	2013-02-02	119	A:e
USGS	04027500	2013-02-03	134	A:e
USGS	04027500	2013-02-04	146	A:e
USGS	04027500	2013-02-05	162	A:e
USGS	04027500	2013-02-06	163	A:e
USGS	04027500	2013-02-07	161	A:e
USGS	04027500	2013-02-08	167	A:e
USGS	04027500	2013-02-09	166	A:e
USGS	04027500	2013-02-10	163	A:e
USGS	04027500	2013-02-11	157	A:e
USGS	04027500	2013-02-12	159	A:e
USGS	04027500	2013-02-13	158	A:e
USGS	04027500	2013-02-14	161	A:e
USGS	04027500	2013-02-15	161	A:e
USGS	04027500	2013-02-16	162	A:e
USGS	04027500	2013-02-17	152	A:e
USGS	04027500	2013-02-18	152	A:e
USGS	04027500	2013-02-19	169	A:e
USGS	04027500	2013-02-20	173	A:e
USGS	04027500	2013-02-21	143	A:e
USGS	04027500	2013-02-22	156	A:e
USGS	04027500	2013-02-23	155	A:e
USGS	04027500	2013-02-24	157	A:e
USGS	04027500	2013-02-25	162	A:e
USGS	04027500	2013-02-26	158	A:e
USGS	04027500	2013-02-27	162	A:e
USGS	04027500	2013-02-28	161	A:e
USGS	04027500	2013-03-01	160	A:e
USGS	04027500	2013-03-02	160	A:e
USGS	04027500	2013-03-03	144	A:e
USGS	04027500	2013-03-04	140	A:e
USGS	04027500	2013-03-05	155	A:e
USGS	04027500	2013-03-06	140	A:e
USGS	04027500	2013-03-07	153	A:e
USGS	04027500	2013-03-08	144	A:e
USGS	04027500	2013-03-09	160	A:e
USGS	04027500	2013-03-10	147	A:e
USGS	04027500	2013-03-11	169	A:e
USGS	04027500	2013-03-12	144	A:e
USGS	04027500	2013-03-13	170	A:e
USGS	04027500	2013-03-14	148	A:e
USGS	04027500	2013-03-15	163	A:e
USGS	04027500	2013-03-16	163	A:e
USGS	04027500	2013-03-17	152	A:e
USGS	04027500	2013-03-18	155	A:e
USGS	04027500	2013-03-19	155	A:e
USGS	04027500	2013-03-20	159	A:e
USGS	04027500	2013-03-21	146	A:e
USGS	04027500	2013-03-22	167	A:e
USGS	04027500	2013-03-23	166	A:e
USGS	04027500	2013-03-24	166	A:e
USGS	04027500	2013-03-25	170	A:e
USGS	04027500	2013-03-26	169	A:e
USGS	04027500	2013-03-27	174	A:e
USGS	04027500	2013-03-28	171	A:e
USGS	04027500	2013-03-29	182	A:e
USGS	04027500	2013-03-30	197	A:e
USGS	04027500	2013-03-31	285	A:e
USGS	04027500	2013-04-01	262	A:e
USGS	04027500	2013-04-02	242	A:e
USGS	04027500	2013-04-03	240	A:e
USGS	04027500	2013-04-04	344	A:e
USGS	04027500	2013-04-05	392	A:e
USGS	04027500	2013-04-06	363	A
USGS	04027500	2013-04-07	276	A
USGS	04027500	2013-04-08	455	A
USGS	04027500	2013-04-09	536	A
USGS	04027500	2013-04-10	522	A
USGS	04027500	2013-04-11	443	A
USGS	04027500	2013-04-12	314	A
USGS	04027500	2013-04-13	257	A
USGS	04027500	2013-04-14	222	A
USGS	04027500	2013-04-15	245	A
USGS	04027500	2013-04-16	352	A
USGS	04027500	2013-04-17	527	A
USGS	04027500	2013-04-18	427	A
USGS	04027500	2013-04-19	300	A
USGS	04027500	2013-04-20	311	A
USGS	04027500	2013-04-21	291	A
USGS	04027500	2013-04-22	417	A
USGS	04027500	2013-04-23	572	A
USGS	04027500	2013-04-24	543	A
USGS	04027500	2013-04-25	775	A
USGS	04027500	2013-04-26	1380	A
USGS	04027500	2013-04-27	1590	A
USGS	04027500	2013-04-28	1690	A
USGS	04027500	2013-04-29	1510	A
USGS	04027500	2013-04-30	1460	A
USGS	04027500	2013-05-01	1320	A
USGS	04027500	2013-05-02	1190	A
USGS	04027500	2013-05-03	1080	A
USGS	04027500	2013-05-04	871	A
USGS	04027500	2013-05-05	817	A
USGS	04027500	2013-05-06	1120	A
USGS	04027500	2013-05-07	1110	A
USGS	04027500	2013-05-08	984	A
USGS	04027500	2013-05-09	1020	A
USGS	04027500	2013-05-10	965	A
USGS	04027500	2013-05-11	814	A
USGS	04027500	2013-05-12	666	A
USGS	04027500	2013-05-13	527	A
USGS	04027500	2013-05-14	424	A
USGS	04027500	2013-05-15	369	A
USGS	04027500	2013-05-16	337	A
USGS	04027500	2013-05-17	318	A
USGS	04027500	2013-05-18	1100	A
USGS	04027500	2013-05-19	1190	A
USGS	04027500	2013-05-20	2910	A
USGS	04027500	2013-05-21	2220	A
USGS	04027500	2013-05-22	2550	A
USGS	04027500	2013-05-23	2100	A
USGS	04027500	2013-05-24	1640	A
USGS	04027500	2013-05-25	1350	A
USGS	04027500	2013-05-26	1020	A
USGS	04027500	2013-05-27	693	A
USGS	04027500	2013-05-28	471	A
USGS	04027500	2013-05-29	379	A
USGS	04027500	2013-05-30	353	A
USGS	04027500	2013-05-31	392	A
USGS	04027500	2013-06-01	485	A
USGS	04027500	2013-06-02	475	A
USGS	04027500	2013-06-03	371	A
USGS	04027500	2013-06-04	337	A
USGS	04027500	2013-06-05	344	A
USGS	04027500	2013-06-06	624	A
USGS	04027500	2013-06-07	515	A
USGS	04027500	2013-06-08	496	A
USGS	04027500	2013-06-09	449	A
USGS	04027500	2013-06-10	402	A
USGS	04027500	2013-06-11	370	A
USGS	04027500	2013-06-12	320	A
USGS	04027500	2013-06-13	276	A
USGS	04027500	2013-06-14	254	A
USGS	04027500	2013-06-15	230	A
USGS	04027500	2013-06-16	236	A
USGS	04027500	2013-06-17	242	A
USGS	04027500	2013-06-18	234	A
USGS	04027500	2013-06-19	231	A
USGS	04027500	2013-06-20	235	A
USGS	04027500	2013-06-21	1460	A
USGS	04027500	2013-06-22	775	A
USGS	04027500	2013-06-23	852	A
USGS	04027500	2013-06-24	763	A
USGS	04027500	2013-06-25	603	A
USGS	04027500	2013-06-26	444	A
USGS	04027500	2013-06-27	417	A
USGS	04027500	2013-06-28	431	A
USGS	04027500	2013-06-29	470	A
USGS	04027500	2013-06-30	435	A
USGS	04027500	2013-07-01	372	A
USGS	04027500	2013-07-02	316	A
USGS	04027500	2013-07-03	267	A
USGS	04027500	2013-07-04	257	A
USGS	04027500	2013-07-05	238	A
USGS	04027500	2013-07-06	235	A
USGS	04027500	2013-07-07	236	A
USGS	04027500	2013-07-08	318	A
USGS	04027500	2013-07-09	349	A
USGS	04027500	2013-07-10	413	A
USGS	04027500	2013-07-11	392	A
USGS	04027500	2013-07-12	352	A
USGS	04027500	2013-07-13	315	A
USGS	04027500	2013-07-14	264	A
USGS	04027500	2013-07-15	310	A
USGS	04027500	2013-07-16	269	A
USGS	04027500	2013-07-17	244	A
USGS	04027500	2013-07-18	231	A
USGS	04027500	2013-07-19	210	A
USGS	04027500	2013-07-20	169	A
USGS	04027500	2013-07-21	157	A
USGS	04027500	2013-07-22	175	A
USGS	04027500	2013-07-23	157	A
USGS	04027500	2013-07-24	169	A
USGS	04027500	2013-07-25	163	A
USGS	04027500	2013-07-26	446	A
USGS	04027500	2013-07-27	275	A
USGS	04027500	2013-07-28	214	A
USGS	04027500	2013-07-29	211	A
USGS	04027500	2013-07-30	206	A
USGS	04027500	2013-07-31	206	A
USGS	04027500	2013-08-01	206	A
USGS	04027500	2013-08-02	203	A
USGS	04027500	2013-08-03	204	A
USGS	04027500	2013-08-04	210	A
USGS	04027500	2013-08-05	241	A
USGS	04027500	2013-08-06	272	A
USGS	04027500	2013-08-07	263	A
USGS	04027500	2013-08-08	239	A
USGS	04027500	2013-08-09	199	A:e
USGS	04027500	2013-08-10	180	A:e
USGS	04027500	2013-08-11	177	A:e
USGS	04027500	2013-08-12	177	A:e
USGS	04027500	2013-08-13	176	A:e
USGS	04027500	2013-08-14	175	A:e
USGS	04027500	2013-08-15	176	A:e
USGS	04027500	2013-08-16	175	A:e
USGS	04027500	2013-08-17	175	A:e
USGS	04027500	2013-08-18	176	A:e
USGS	04027500	2013-08-19	175	A:e
USGS	04027500	2013-08-20	175	A:e
USGS	04027500	2013-08-21	176	A:e
USGS	04027500	2013-08-22	175	A:e
USGS	04027500	2013-08-23	176	A:e
USGS	04027500	2013-08-24	176	A:e
USGS	04027500	2013-08-25	176	A:e
USGS	04027500	2013-08-26	317	A:e
USGS	04027500	2013-08-27	484	A:e
USGS	04027500	2013-08-28	694	A
USGS	04027500	2013-08-29	826	A
USGS	04027500	2013-08-30	829	A
USGS	04027500	2013-08-31	655	A
USGS	04027500	2013-09-01	485	A
USGS	04027500	2013-09-02	388	A
USGS	04027500	2013-09-03	330	A
USGS	04027500	2013-09-04	288	A
USGS	04027500	2013-09-05	259	A
USGS	04027500	2013-09-06	238	A
USGS	04027500	2013-09-07	227	A
USGS	04027500	2013-09-08	221	A
USGS	04027500	2013-09-09	216	A
USGS	04027500	2013-09-10	210	A
USGS	04027500	2013-09-11	214	A
USGS	04027500	2013-09-12	206	A
USGS	04027500	2013-09-13	201	A
USGS	04027500	2013-09-14	194	A
USGS	04027500	2013-09-15	192	A
USGS	04027500	2013-09-16	191	A
USGS	04027500	2013-09-17	190	A
USGS	04027500	2013-09-18	184	A
USGS	04027500	2013-09-19	184	A
USGS	04027500	2013-09-20	181	A
USGS	04027500	2013-09-21	193	A
USGS	04027500	2013-09-22	193	A
USGS	04027500	2013-09-23	175	A
USGS	04027500	2013-09-24	174	A
USGS	04027500	2013-09-25	169	A
USGS	04027500	2013-09-26	167	A
USGS	04027500	2013-09-27	165	A
USGS	04027500	2013-09-28	167	A
USGS	04027500	2013-09-29	164	A
USGS	04027500	2013-09-30	167	A
USGS	04027500	2013-10-01	172	A
USGS	04027500	2013-10-02	177	A
USGS	04027500	2013-10-03	200	A
USGS	04027500	2013-10-04	223	A
USGS	04027500	2013-10-05	261	A
USGS	04027500	2013-10-06	420	A
USGS	04027500	2013-10-07	388	A
USGS	04027500	2013-10-08	385	A
USGS	04027500	2013-10-09	352	A
USGS	04027500	2013-10-10	314	A
USGS	04027500	2013-10-11	261	A
USGS	04027500	2013-10-12	244	A
USGS	04027500	2013-10-13	239	A
USGS	04027500	2013-10-14	209	A
USGS	04027500	2013-10-15	268	A
USGS	04027500	2013-10-16	476	A
USGS	04027500	2013-10-17	414	A
USGS	04027500	2013-10-18	480	A
USGS	04027500	2013-10-19	461	A
USGS	04027500	2013-10-20	442	A
