# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://waterdata.usgs.gov/provisional-data-statement/
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2024-06-06 21:58:09 EDT       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 04024430 NEMADJI RIVER NEAR SOUTH SUPERIOR, WI
# -----------------------------------------------------------------------------------
#
# Data provided for site 04024430
#            TS   parameter     statistic     Description
#        152256       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	152256_00060_00003	152256_00060_00003_cd
USGS	04024430	2012-06-17	784	A
USGS	04024430	2012-06-18	1540	A
USGS	04024430	2012-06-19	1570	A
USGS	04024430	2012-06-20	12600	A
USGS	04024430	2012-06-21	18400	A
USGS	04024430	2012-06-22	5460	A
USGS	04024430	2012-06-23	3110	A
USGS	04024430	2012-06-24	1750	A
USGS	04024430	2012-06-25	1320	A
USGS	04024430	2012-06-26	939	A
USGS	04024430	2012-06-27	724	A
USGS	04024430	2012-06-28	572	A
USGS	04024430	2012-06-29	462	A
USGS	04024430	2012-06-30	381	A
USGS	04024430	2012-07-01	329	A
USGS	04024430	2012-07-02	288	A
USGS	04024430	2012-07-03	490	A
USGS	04024430	2012-07-04	717	A
USGS	04024430	2012-07-05	484	A
USGS	04024430	2012-07-06	448	A
USGS	04024430	2012-07-07	437	A
USGS	04024430	2012-07-08	383	A
USGS	04024430	2012-07-09	307	A
USGS	04024430	2012-07-10	264	A
USGS	04024430	2012-07-11	229	A
USGS	04024430	2012-07-12	200	A
USGS	04024430	2012-07-13	177	A
USGS	04024430	2012-07-14	159	A
USGS	04024430	2012-07-15	148	A
USGS	04024430	2012-07-16	134	A
USGS	04024430	2012-07-17	124	A
USGS	04024430	2012-07-18	119	A
USGS	04024430	2012-07-19	125	A
USGS	04024430	2012-07-20	119	A
USGS	04024430	2012-07-21	110	A
USGS	04024430	2012-07-22	98.2	A
USGS	04024430	2012-07-23	89.5	A
USGS	04024430	2012-07-24	82.3	A
USGS	04024430	2012-07-25	106	A
USGS	04024430	2012-07-26	204	A
USGS	04024430	2012-07-27	210	A
USGS	04024430	2012-07-28	202	A
USGS	04024430	2012-07-29	162	A
USGS	04024430	2012-07-30	137	A
USGS	04024430	2012-07-31	119	A
USGS	04024430	2012-08-01	107	A
USGS	04024430	2012-08-02	99.4	A
USGS	04024430	2012-08-03	93.5	A
USGS	04024430	2012-08-04	112	A
USGS	04024430	2012-08-05	157	A
USGS	04024430	2012-08-06	129	A
USGS	04024430	2012-08-07	106	A
USGS	04024430	2012-08-08	95.0	A
USGS	04024430	2012-08-09	92.2	A
USGS	04024430	2012-08-10	88.3	A
USGS	04024430	2012-08-11	83.5	A
USGS	04024430	2012-08-12	78.9	A
USGS	04024430	2012-08-13	77.8	A
USGS	04024430	2012-08-14	74.7	A
USGS	04024430	2012-08-15	71.1	A
USGS	04024430	2012-08-16	79.5	A
USGS	04024430	2012-08-17	91.9	A
USGS	04024430	2012-08-18	82.0	A
USGS	04024430	2012-08-19	76.2	A
USGS	04024430	2012-08-20	70.1	A
USGS	04024430	2012-08-21	65.5	A
USGS	04024430	2012-08-22	62.5	A
USGS	04024430	2012-08-23	61.9	A
USGS	04024430	2012-08-24	66.6	A
USGS	04024430	2012-08-25	69.1	A
USGS	04024430	2012-08-26	65.0	A
USGS	04024430	2012-08-27	61.0	A
USGS	04024430	2012-08-28	58.2	A
USGS	04024430	2012-08-29	55.9	A
USGS	04024430	2012-08-30	56.1	A
USGS	04024430	2012-08-31	54.1	A
USGS	04024430	2012-09-01	51.9	A
USGS	04024430	2012-09-02	51.0	A
USGS	04024430	2012-09-03	50.0	A
USGS	04024430	2012-09-04	49.7	A
USGS	04024430	2012-09-05	48.7	A
USGS	04024430	2012-09-06	47.9	A
USGS	04024430	2012-09-07	51.3	A
USGS	04024430	2012-09-08	53.9	A
USGS	04024430	2012-09-09	54.3	A
USGS	04024430	2012-09-10	52.9	A
USGS	04024430	2012-09-11	51.0	A
USGS	04024430	2012-09-12	50.0	A
USGS	04024430	2012-09-13	48.9	A
USGS	04024430	2012-09-14	48.0	A
USGS	04024430	2012-09-15	47.2	A
USGS	04024430	2012-09-16	47.0	A
USGS	04024430	2012-09-17	46.7	A
USGS	04024430	2012-09-18	46.1	A
USGS	04024430	2012-09-19	46.6	A
USGS	04024430	2012-09-20	48.1	A
USGS	04024430	2012-09-21	48.5	A
USGS	04024430	2012-09-22	50.7	A
USGS	04024430	2012-09-23	50.5	A
USGS	04024430	2012-09-24	51.1	A
USGS	04024430	2012-09-25	60.9	A
USGS	04024430	2012-09-26	52.9	A
USGS	04024430	2012-09-27	58.5	A
USGS	04024430	2012-09-28	56.4	A
USGS	04024430	2012-09-29	51.1	A
USGS	04024430	2012-09-30	50.2	A
USGS	04024430	2012-10-01	50.8	A
USGS	04024430	2012-10-02	51.0	A
USGS	04024430	2012-10-03	49.7	A
USGS	04024430	2012-10-04	49.1	A
USGS	04024430	2012-10-05	49.8	A
USGS	04024430	2012-10-06	48.9	A
USGS	04024430	2012-10-07	49.8	A
USGS	04024430	2012-10-08	50.5	A
USGS	04024430	2012-10-09	51.8	A
USGS	04024430	2012-10-10	52.8	A
USGS	04024430	2012-10-11	55.3	A
USGS	04024430	2012-10-12	57.1	A
USGS	04024430	2012-10-13	56.2	A
USGS	04024430	2012-10-14	56.7	A
USGS	04024430	2012-10-15	57.7	A
USGS	04024430	2012-10-16	57.2	A
USGS	04024430	2012-10-17	58.3	A
USGS	04024430	2012-10-18	58.5	A
USGS	04024430	2012-10-19	60.8	A
USGS	04024430	2012-10-20	63.9	A
USGS	04024430	2012-10-21	62.5	A
USGS	04024430	2012-10-22	60.5	A
USGS	04024430	2012-10-23	60.1	A
USGS	04024430	2012-10-24	62.5	A
USGS	04024430	2012-10-25	75.2	A
USGS	04024430	2012-10-26	105	A
USGS	04024430	2012-10-27	109	A
USGS	04024430	2012-10-28	96.2	A
USGS	04024430	2012-10-29	88.4	A
USGS	04024430	2012-10-30	82.2	A
USGS	04024430	2012-10-31	78.0	A
USGS	04024430	2012-11-01	74.6	A
USGS	04024430	2012-11-02	72.2	A
USGS	04024430	2012-11-03	71.7	A
USGS	04024430	2012-11-04	71.3	A
USGS	04024430	2012-11-05	71.7	A
USGS	04024430	2012-11-06	73.6	A
USGS	04024430	2012-11-07	77.8	A
USGS	04024430	2012-11-08	80.0	A
USGS	04024430	2012-11-09	79.7	A
USGS	04024430	2012-11-10	79.7	A
USGS	04024430	2012-11-11	91.2	A
USGS	04024430	2012-11-12	102	A
USGS	04024430	2012-11-13	100	A
USGS	04024430	2012-11-14	91.8	A
USGS	04024430	2012-11-15	88.0	A
USGS	04024430	2012-11-16	73.8	A
USGS	04024430	2012-11-17	93.7	A
USGS	04024430	2012-11-18	92.5	A
USGS	04024430	2012-11-19	80.1	A
USGS	04024430	2012-11-20	78.3	A
USGS	04024430	2012-11-21	76.3	A
USGS	04024430	2012-11-22	74.1	A
USGS	04024430	2012-11-23	53.4	A:e
USGS	04024430	2012-11-24	45.7	A:e
USGS	04024430	2012-11-25	55.2	A:e
USGS	04024430	2012-11-26	51.5	A:e
USGS	04024430	2012-11-27	46.9	A:e
USGS	04024430	2012-11-28	55.7	A:e
USGS	04024430	2012-11-29	54.6	A:e
USGS	04024430	2012-11-30	60.4	A:e
USGS	04024430	2012-12-01	67.3	A:e
USGS	04024430	2012-12-02	76.0	A:e
USGS	04024430	2012-12-03	80.7	A:e
USGS	04024430	2012-12-04	86.5	A:e
USGS	04024430	2012-12-05	88.8	A:e
USGS	04024430	2012-12-06	91.1	A:e
USGS	04024430	2012-12-07	86.5	A:e
USGS	04024430	2012-12-08	68.6	A:e
USGS	04024430	2012-12-09	70.2	A:e
USGS	04024430	2012-12-10	65.5	A:e
USGS	04024430	2012-12-11	60.9	A:e
USGS	04024430	2012-12-12	70.5	A:e
USGS	04024430	2012-12-13	77.2	A:e
USGS	04024430	2012-12-14	77.9	A:e
USGS	04024430	2012-12-15	84.4	A:e
USGS	04024430	2012-12-16	80.7	A:e
USGS	04024430	2012-12-17	73.3	A:e
USGS	04024430	2012-12-18	69.5	A:e
USGS	04024430	2012-12-19	77.0	A:e
USGS	04024430	2012-12-20	67.7	A:e
USGS	04024430	2012-12-21	57.4	A:e
USGS	04024430	2012-12-22	60.2	A:e
USGS	04024430	2012-12-23	66.7	A:e
USGS	04024430	2012-12-24	49.2	A:e
USGS	04024430	2012-12-25	38.7	A:e
USGS	04024430	2012-12-26	32.4	A:e
USGS	04024430	2012-12-27	32.0	A:e
USGS	04024430	2012-12-28	36.3	A:e
USGS	04024430	2012-12-29	40.6	A:e
USGS	04024430	2012-12-30	35.0	A:e
USGS	04024430	2012-12-31	31.3	A:e
USGS	04024430	2013-01-01	26.6	A:e
USGS	04024430	2013-01-02	33.2	A:e
USGS	04024430	2013-01-03	32.9	A:e
USGS	04024430	2013-01-04	29.1	A:e
USGS	04024430	2013-01-05	30.7	A:e
USGS	04024430	2013-01-06	34.8	A:e
USGS	04024430	2013-01-07	41.5	A:e
USGS	04024430	2013-01-08	38.7	A:e
USGS	04024430	2013-01-09	33.0	A:e
USGS	04024430	2013-01-10	33.0	A:e
USGS	04024430	2013-01-11	35.3	A:e
USGS	04024430	2013-01-12	45.4	A:e
USGS	04024430	2013-01-13	79.9	A:e
USGS	04024430	2013-01-14	78.9	A:e
USGS	04024430	2013-01-15	58.8	A:e
USGS	04024430	2013-01-16	46.9	A:e
USGS	04024430	2013-01-17	40.6	A:e
USGS	04024430	2013-01-18	35.3	A:e
USGS	04024430	2013-01-19	35.3	A:e
USGS	04024430	2013-01-20	37.6	A:e
USGS	04024430	2013-01-21	30.6	A:e
USGS	04024430	2013-01-22	30.6	A:e
USGS	04024430	2013-01-23	23.3	A:e
USGS	04024430	2013-01-24	28.1	A:e
USGS	04024430	2013-01-25	29.1	A:e
USGS	04024430	2013-01-26	28.1	A:e
USGS	04024430	2013-01-27	27.2	A:e
USGS	04024430	2013-01-28	29.1	A:e
USGS	04024430	2013-01-29	32.0	A:e
USGS	04024430	2013-01-30	35.3	A:e
USGS	04024430	2013-01-31	39.9	A:e
USGS	04024430	2013-02-01	44.6	A:e
USGS	04024430	2013-02-02	35.3	A:e
USGS	04024430	2013-02-03	39.9	A:e
USGS	04024430	2013-02-04	33.9	A:e
USGS	04024430	2013-02-05	35.8	A:e
USGS	04024430	2013-02-06	36.8	A:e
USGS	04024430	2013-02-07	39.4	A:e
USGS	04024430	2013-02-08	39.6	A:e
USGS	04024430	2013-02-09	43.5	A:e
USGS	04024430	2013-02-10	50.2	A:e
USGS	04024430	2013-02-11	56.9	A:e
USGS	04024430	2013-02-12	70.3	A:e
USGS	04024430	2013-02-13	74.1	A:e
USGS	04024430	2013-02-14	80.9	A:e
USGS	04024430	2013-02-15	85.7	A:e
USGS	04024430	2013-02-16	79.9	A:e
USGS	04024430	2013-02-17	73.2	A:e
USGS	04024430	2013-02-18	67.4	A:e
USGS	04024430	2013-02-19	69.4	A:e
USGS	04024430	2013-02-20	61.7	A:e
USGS	04024430	2013-02-21	45.4	A:e
USGS	04024430	2013-02-22	48.3	A:e
USGS	04024430	2013-02-23	50.2	A:e
USGS	04024430	2013-02-24	50.2	A:e
USGS	04024430	2013-02-25	45.4	A:e
USGS	04024430	2013-02-26	53.1	A:e
USGS	04024430	2013-02-27	42.9	A:e
USGS	04024430	2013-02-28	50.0	A:e
USGS	04024430	2013-03-01	44.7	A:e
USGS	04024430	2013-03-02	37.6	A:e
USGS	04024430	2013-03-03	36.7	A:e
USGS	04024430	2013-03-04	42.9	A:e
USGS	04024430	2013-03-05	54.4	A:e
USGS	04024430	2013-03-06	48.2	A:e
USGS	04024430	2013-03-07	49.1	A:e
USGS	04024430	2013-03-08	43.6	A:e
USGS	04024430	2013-03-09	46.9	A:e
USGS	04024430	2013-03-10	47.9	A:e
USGS	04024430	2013-03-11	47.9	A:e
USGS	04024430	2013-03-12	51.2	A:e
USGS	04024430	2013-03-13	52.2	A:e
USGS	04024430	2013-03-14	50.1	A:e
USGS	04024430	2013-03-15	49.0	A:e
USGS	04024430	2013-03-16	47.9	A:e
USGS	04024430	2013-03-17	52.2	A:e
USGS	04024430	2013-03-18	53.3	A:e
USGS	04024430	2013-03-19	50.1	A:e
USGS	04024430	2013-03-20	51.8	A:e
USGS	04024430	2013-03-21	50.1	A:e
USGS	04024430	2013-03-22	56.4	A:e
USGS	04024430	2013-03-23	47.7	A:e
USGS	04024430	2013-03-24	65.0	A:e
USGS	04024430	2013-03-25	47.7	A:e
USGS	04024430	2013-03-26	47.7	A:e
USGS	04024430	2013-03-27	56.4	A:e
USGS	04024430	2013-03-28	56.4	A:e
USGS	04024430	2013-03-29	56.4	A:e
USGS	04024430	2013-03-30	65.0	A:e
USGS	04024430	2013-03-31	82.3	A:e
USGS	04024430	2013-04-01	91.0	A:e
USGS	04024430	2013-04-02	134	A:e
USGS	04024430	2013-04-03	134	A:e
USGS	04024430	2013-04-04	108	A:e
USGS	04024430	2013-04-05	134	A:e
USGS	04024430	2013-04-06	160	A:e
USGS	04024430	2013-04-07	169	A:e
USGS	04024430	2013-04-08	221	A:e
USGS	04024430	2013-04-09	255	A:e
USGS	04024430	2013-04-10	290	A:e
USGS	04024430	2013-04-11	377	A:e
USGS	04024430	2013-04-12	428	A:e
USGS	04024430	2013-04-13	402	A:e
USGS	04024430	2013-04-14	420	A:e
USGS	04024430	2013-04-15	489	A:e
USGS	04024430	2013-04-16	524	A:e
USGS	04024430	2013-04-17	558	A:e
USGS	04024430	2013-04-18	645	A:e
USGS	04024430	2013-04-19	705	A:e
USGS	04024430	2013-04-20	636	A:e
USGS	04024430	2013-04-21	645	A:e
USGS	04024430	2013-04-22	671	A:e
USGS	04024430	2013-04-23	775	A:e
USGS	04024430	2013-04-24	961	A:e
USGS	04024430	2013-04-25	1160	A:e
USGS	04024430	2013-04-26	1590	A:e
USGS	04024430	2013-04-27	2600	A:e
USGS	04024430	2013-04-28	4080	A:e
USGS	04024430	2013-04-29	4300	A:e
USGS	04024430	2013-04-30	3920	A:e
USGS	04024430	2013-05-01	3070	A:e
USGS	04024430	2013-05-02	2330	A:e
USGS	04024430	2013-05-03	1760	A:e
USGS	04024430	2013-05-04	1380	A
USGS	04024430	2013-05-05	1300	A
USGS	04024430	2013-05-06	1180	A
USGS	04024430	2013-05-07	1070	A
USGS	04024430	2013-05-08	922	A
USGS	04024430	2013-05-09	985	A
USGS	04024430	2013-05-10	1190	A
USGS	04024430	2013-05-11	930	A
USGS	04024430	2013-05-12	759	A
USGS	04024430	2013-05-13	641	A
USGS	04024430	2013-05-14	563	A
USGS	04024430	2013-05-15	500	A
USGS	04024430	2013-05-16	457	A
USGS	04024430	2013-05-17	416	A
USGS	04024430	2013-05-18	419	A
USGS	04024430	2013-05-19	448	A
USGS	04024430	2013-05-20	592	A
USGS	04024430	2013-05-21	1790	A
USGS	04024430	2013-05-22	2710	A
USGS	04024430	2013-05-23	2430	A
USGS	04024430	2013-05-24	1500	A
USGS	04024430	2013-05-25	1050	A
USGS	04024430	2013-05-26	829	A
USGS	04024430	2013-05-27	681	A
USGS	04024430	2013-05-28	576	A
USGS	04024430	2013-05-29	502	A
USGS	04024430	2013-05-30	462	A
USGS	04024430	2013-05-31	1110	A
USGS	04024430	2013-06-01	1750	A
USGS	04024430	2013-06-02	1250	A
USGS	04024430	2013-06-03	897	A
USGS	04024430	2013-06-04	682	A
USGS	04024430	2013-06-05	781	A
USGS	04024430	2013-06-06	1430	A
USGS	04024430	2013-06-07	1060	A
USGS	04024430	2013-06-08	802	A
USGS	04024430	2013-06-09	663	A
USGS	04024430	2013-06-10	1880	A
USGS	04024430	2013-06-11	1530	A
USGS	04024430	2013-06-12	998	A
USGS	04024430	2013-06-13	728	A
USGS	04024430	2013-06-14	565	A
USGS	04024430	2013-06-15	468	A
USGS	04024430	2013-06-16	390	A
USGS	04024430	2013-06-17	335	A
USGS	04024430	2013-06-18	280	A
USGS	04024430	2013-06-19	245	A
USGS	04024430	2013-06-20	221	A
USGS	04024430	2013-06-21	1490	A
USGS	04024430	2013-06-22	3120	A
USGS	04024430	2013-06-23	1750	A
USGS	04024430	2013-06-24	1640	A
USGS	04024430	2013-06-25	1130	A
USGS	04024430	2013-06-26	804	A
USGS	04024430	2013-06-27	613	A
USGS	04024430	2013-06-28	589	A
USGS	04024430	2013-06-29	528	A
USGS	04024430	2013-06-30	489	A
USGS	04024430	2013-07-01	370	A
USGS	04024430	2013-07-02	296	A
USGS	04024430	2013-07-03	246	A
USGS	04024430	2013-07-04	220	A
USGS	04024430	2013-07-05	189	A
USGS	04024430	2013-07-06	162	A
USGS	04024430	2013-07-07	173	A
USGS	04024430	2013-07-08	206	A
USGS	04024430	2013-07-09	173	A
USGS	04024430	2013-07-10	164	A
USGS	04024430	2013-07-11	150	A
USGS	04024430	2013-07-12	127	A
USGS	04024430	2013-07-13	113	A
USGS	04024430	2013-07-14	105	A
USGS	04024430	2013-07-15	115	A:e
USGS	04024430	2013-07-16	115	A:e
USGS	04024430	2013-07-17	114	A:e
USGS	04024430	2013-07-18	86.6	A:e
USGS	04024430	2013-07-19	86.6	A:e
USGS	04024430	2013-07-20	86.6	A:e
USGS	04024430	2013-07-21	77.4	A:e
USGS	04024430	2013-07-22	68.2	A:e
USGS	04024430	2013-07-23	69.9	A
USGS	04024430	2013-07-24	65.9	A
USGS	04024430	2013-07-25	63.4	A
USGS	04024430	2013-07-26	62.9	A
USGS	04024430	2013-07-27	71.6	A
USGS	04024430	2013-07-28	82.2	A
USGS	04024430	2013-07-29	84.4	A
USGS	04024430	2013-07-30	78.6	A
USGS	04024430	2013-07-31	71.6	A
USGS	04024430	2013-08-01	71.5	A
USGS	04024430	2013-08-02	62.7	A
USGS	04024430	2013-08-03	59.4	A
USGS	04024430	2013-08-04	56.5	A
USGS	04024430	2013-08-05	61.1	A
USGS	04024430	2013-08-06	70.0	A
USGS	04024430	2013-08-07	70.2	A
USGS	04024430	2013-08-08	63.3	A
USGS	04024430	2013-08-09	57.9	A
USGS	04024430	2013-08-10	54.4	A
USGS	04024430	2013-08-11	52.3	A
USGS	04024430	2013-08-12	49.5	A
USGS	04024430	2013-08-13	47.9	A
USGS	04024430	2013-08-14	46.3	A
USGS	04024430	2013-08-15	44.7	A
USGS	04024430	2013-08-16	43.4	A
USGS	04024430	2013-08-17	41.8	A
USGS	04024430	2013-08-18	40.8	A
USGS	04024430	2013-08-19	40.2	A
USGS	04024430	2013-08-20	39.8	A
USGS	04024430	2013-08-21	39.4	A
USGS	04024430	2013-08-22	39.0	A
USGS	04024430	2013-08-23	38.5	A
USGS	04024430	2013-08-24	38.1	A
USGS	04024430	2013-08-25	36.8	A
USGS	04024430	2013-08-26	40.7	A
USGS	04024430	2013-08-27	135	A
USGS	04024430	2013-08-28	130	A
USGS	04024430	2013-08-29	91.4	A
USGS	04024430	2013-08-30	77.8	A
USGS	04024430	2013-08-31	71.8	A
USGS	04024430	2013-09-01	76.4	A
USGS	04024430	2013-09-02	72.8	A
USGS	04024430	2013-09-03	67.7	A
USGS	04024430	2013-09-04	64.4	A
USGS	04024430	2013-09-05	61.2	A
