# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://waterdata.usgs.gov/provisional-data-statement/
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2024-06-06 21:51:05 EDT       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 04010500 PIGEON RIVER AT MIDDLE FALLS NR GRAND PORTAGE MN
# -----------------------------------------------------------------------------------
#
# Data provided for site 04010500
#            TS   parameter     statistic     Description
#         72552       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     R  Records for these data have been revised. [https://waterdata.usgs.gov/usa/nwis/revision/?site_no=04010500&ts_ids=72552]
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	72552_00060_00003	72552_00060_00003_cd
USGS	04010500	2012-03-28	773	A
USGS	04010500	2012-03-29	816	A
USGS	04010500	2012-03-30	725	A
USGS	04010500	2012-03-31	661	A
USGS	04010500	2012-04-01	676	A
USGS	04010500	2012-04-02	753	A
USGS	04010500	2012-04-03	822	A
USGS	04010500	2012-04-04	829	A
USGS	04010500	2012-04-05	712	A
USGS	04010500	2012-04-06	625	A
USGS	04010500	2012-04-07	566	A
USGS	04010500	2012-04-08	567	A
USGS	04010500	2012-04-09	572	A
USGS	04010500	2012-04-10	537	A
USGS	04010500	2012-04-11	496	A
USGS	04010500	2012-04-12	466	A
USGS	04010500	2012-04-13	435	A
USGS	04010500	2012-04-14	423	A
USGS	04010500	2012-04-15	425	A
USGS	04010500	2012-04-16	696	A
USGS	04010500	2012-04-17	995	A
USGS	04010500	2012-04-18	1160	A
USGS	04010500	2012-04-19	1330	A
USGS	04010500	2012-04-20	1270	A
USGS	04010500	2012-04-21	1150	A
USGS	04010500	2012-04-22	1030	A
USGS	04010500	2012-04-23	935	A
USGS	04010500	2012-04-24	866	A
USGS	04010500	2012-04-25	811	A
USGS	04010500	2012-04-26	771	A
USGS	04010500	2012-04-27	744	A
USGS	04010500	2012-04-28	683	A
USGS	04010500	2012-04-29	624	A
USGS	04010500	2012-04-30	587	A
USGS	04010500	2012-05-01	566	A
USGS	04010500	2012-05-02	602	A
USGS	04010500	2012-05-03	656	A
USGS	04010500	2012-05-04	695	A
USGS	04010500	2012-05-05	672	A
USGS	04010500	2012-05-06	639	A
USGS	04010500	2012-05-07	610	A
USGS	04010500	2012-05-08	616	A
USGS	04010500	2012-05-09	621	A
USGS	04010500	2012-05-10	599	A
USGS	04010500	2012-05-11	568	A
USGS	04010500	2012-05-12	542	A
USGS	04010500	2012-05-13	517	A
USGS	04010500	2012-05-14	497	A
USGS	04010500	2012-05-15	449	A
USGS	04010500	2012-05-16	393	A
USGS	04010500	2012-05-17	375	A
USGS	04010500	2012-05-18	358	A
USGS	04010500	2012-05-19	338	A
USGS	04010500	2012-05-20	339	A
USGS	04010500	2012-05-21	377	A
USGS	04010500	2012-05-22	394	A
USGS	04010500	2012-05-23	387	A
USGS	04010500	2012-05-24	700	A
USGS	04010500	2012-05-25	3030	A
USGS	04010500	2012-05-26	2980	A
USGS	04010500	2012-05-27	2640	A
USGS	04010500	2012-05-28	2490	A
USGS	04010500	2012-05-29	2330	A
USGS	04010500	2012-05-30	2150	A
USGS	04010500	2012-05-31	1910	A
USGS	04010500	2012-06-01	1670	A
USGS	04010500	2012-06-02	1480	A
USGS	04010500	2012-06-03	1360	A
USGS	04010500	2012-06-04	1270	A
USGS	04010500	2012-06-05	1190	A
USGS	04010500	2012-06-06	1120	A
USGS	04010500	2012-06-07	1060	A
USGS	04010500	2012-06-08	1010	A
USGS	04010500	2012-06-09	982	A
USGS	04010500	2012-06-10	945	A
USGS	04010500	2012-06-11	899	A
USGS	04010500	2012-06-12	857	A
USGS	04010500	2012-06-13	825	A
USGS	04010500	2012-06-14	779	A
USGS	04010500	2012-06-15	736	A
USGS	04010500	2012-06-16	702	A
USGS	04010500	2012-06-17	719	A
USGS	04010500	2012-06-18	760	A
USGS	04010500	2012-06-19	768	A
USGS	04010500	2012-06-20	2900	A
USGS	04010500	2012-06-21	3460	A
USGS	04010500	2012-06-22	2750	A
USGS	04010500	2012-06-23	2090	A
USGS	04010500	2012-06-24	1590	A
USGS	04010500	2012-06-25	1330	A
USGS	04010500	2012-06-26	1180	A
USGS	04010500	2012-06-27	1070	A
USGS	04010500	2012-06-28	988	A
USGS	04010500	2012-06-29	915	A
USGS	04010500	2012-06-30	857	A
USGS	04010500	2012-07-01	805	A
USGS	04010500	2012-07-02	756	A
USGS	04010500	2012-07-03	742	A
USGS	04010500	2012-07-04	701	A
USGS	04010500	2012-07-05	711	A
USGS	04010500	2012-07-06	709	A
USGS	04010500	2012-07-07	696	A
USGS	04010500	2012-07-08	655	A
USGS	04010500	2012-07-09	608	A
USGS	04010500	2012-07-10	569	A
USGS	04010500	2012-07-11	529	A
USGS	04010500	2012-07-12	496	A
USGS	04010500	2012-07-13	465	A
USGS	04010500	2012-07-14	456	A
USGS	04010500	2012-07-15	452	A
USGS	04010500	2012-07-16	449	A
USGS	04010500	2012-07-17	454	A
USGS	04010500	2012-07-18	427	A
USGS	04010500	2012-07-19	396	A
USGS	04010500	2012-07-20	371	A
USGS	04010500	2012-07-21	350	A
USGS	04010500	2012-07-22	332	A
USGS	04010500	2012-07-23	320	A
USGS	04010500	2012-07-24	307	A
USGS	04010500	2012-07-25	349	A
USGS	04010500	2012-07-26	431	A
USGS	04010500	2012-07-27	430	A
USGS	04010500	2012-07-28	394	A
USGS	04010500	2012-07-29	370	A
USGS	04010500	2012-07-30	372	A
USGS	04010500	2012-07-31	389	A
USGS	04010500	2012-08-01	384	A
USGS	04010500	2012-08-02	366	A
USGS	04010500	2012-08-03	358	A
USGS	04010500	2012-08-04	369	A
USGS	04010500	2012-08-05	368	A
USGS	04010500	2012-08-06	348	A
USGS	04010500	2012-08-07	330	A
USGS	04010500	2012-08-08	312	A
USGS	04010500	2012-08-09	424	A
USGS	04010500	2012-08-10	644	A
USGS	04010500	2012-08-11	582	A
USGS	04010500	2012-08-12	488	A
USGS	04010500	2012-08-13	418	A
USGS	04010500	2012-08-14	378	A
USGS	04010500	2012-08-15	347	A
USGS	04010500	2012-08-16	337	A
USGS	04010500	2012-08-17	319	A
USGS	04010500	2012-08-18	303	A
USGS	04010500	2012-08-19	289	A
USGS	04010500	2012-08-20	274	A
USGS	04010500	2012-08-21	260	A
USGS	04010500	2012-08-22	247	A
USGS	04010500	2012-08-23	233	A
USGS	04010500	2012-08-24	230	A
USGS	04010500	2012-08-25	223	A
USGS	04010500	2012-08-26	214	A
USGS	04010500	2012-08-27	203	A
USGS	04010500	2012-08-28	197	A
USGS	04010500	2012-08-29	193	A
USGS	04010500	2012-08-30	187	A
USGS	04010500	2012-08-31	180	A
USGS	04010500	2012-09-01	174	A
USGS	04010500	2012-09-02	172	A
USGS	04010500	2012-09-03	168	A
USGS	04010500	2012-09-04	161	A
USGS	04010500	2012-09-05	160	A
USGS	04010500	2012-09-06	150	A
USGS	04010500	2012-09-07	145	A
USGS	04010500	2012-09-08	140	A
USGS	04010500	2012-09-09	135	A
USGS	04010500	2012-09-10	130	A
USGS	04010500	2012-09-11	125	A
USGS	04010500	2012-09-12	119	A
USGS	04010500	2012-09-13	113	A
USGS	04010500	2012-09-14	108	A
USGS	04010500	2012-09-15	103	A
USGS	04010500	2012-09-16	99.5	A
USGS	04010500	2012-09-17	96.0	A
USGS	04010500	2012-09-18	91.1	A
USGS	04010500	2012-09-19	88.0	A
USGS	04010500	2012-09-20	86.5	A
USGS	04010500	2012-09-21	86.8	A
USGS	04010500	2012-09-22	87.2	A
USGS	04010500	2012-09-23	85.7	A
USGS	04010500	2012-09-24	83.6	A
USGS	04010500	2012-09-25	81.1	A
USGS	04010500	2012-09-26	80.4	A
USGS	04010500	2012-09-27	78.6	A
USGS	04010500	2012-09-28	75.3	A
USGS	04010500	2012-09-29	72.4	A
USGS	04010500	2012-09-30	69.8	A
USGS	04010500	2012-10-01	67.3	A
USGS	04010500	2012-10-02	65.0	A
USGS	04010500	2012-10-03	64.3	A
USGS	04010500	2012-10-04	63.0	A
USGS	04010500	2012-10-05	66.9	A
USGS	04010500	2012-10-06	67.8	A
USGS	04010500	2012-10-07	63.2	A
USGS	04010500	2012-10-08	62.2	A
USGS	04010500	2012-10-09	64.5	A
USGS	04010500	2012-10-10	62.1	A
USGS	04010500	2012-10-11	60.9	A
USGS	04010500	2012-10-12	60.3	A
USGS	04010500	2012-10-13	60.0	A
USGS	04010500	2012-10-14	59.2	A
USGS	04010500	2012-10-15	56.3	A
USGS	04010500	2012-10-16	56.2	A
USGS	04010500	2012-10-17	56.4	A
USGS	04010500	2012-10-18	72.6	A
USGS	04010500	2012-10-19	94.5	A
USGS	04010500	2012-10-20	110	A
USGS	04010500	2012-10-21	112	A
USGS	04010500	2012-10-22	103	A
USGS	04010500	2012-10-23	128	A
USGS	04010500	2012-10-24	197	A
USGS	04010500	2012-10-25	262	A
USGS	04010500	2012-10-26	274	A
USGS	04010500	2012-10-27	251	A
USGS	04010500	2012-10-28	226	A
USGS	04010500	2012-10-29	204	A
USGS	04010500	2012-10-30	189	A
USGS	04010500	2012-10-31	173	A
USGS	04010500	2012-11-01	160	A
USGS	04010500	2012-11-02	161	A
USGS	04010500	2012-11-03	148	A
USGS	04010500	2012-11-04	145	A
USGS	04010500	2012-11-05	129	A
USGS	04010500	2012-11-06	129	A
USGS	04010500	2012-11-07	130	A
USGS	04010500	2012-11-08	124	A
USGS	04010500	2012-11-09	122	A
USGS	04010500	2012-11-10	126	A
USGS	04010500	2012-11-11	191	A
USGS	04010500	2012-11-12	223	A
USGS	04010500	2012-11-13	214	A
USGS	04010500	2012-11-14	201	A
USGS	04010500	2012-11-15	190	A
USGS	04010500	2012-11-16	183	A:e
USGS	04010500	2012-11-17	175	A:e
USGS	04010500	2012-11-18	165	A
USGS	04010500	2012-11-19	157	A
USGS	04010500	2012-11-20	155	A
USGS	04010500	2012-11-21	150	A
USGS	04010500	2012-11-22	146	A
USGS	04010500	2012-11-23	146	A
USGS	04010500	2012-11-24	135	A
USGS	04010500	2012-11-25	147	A
USGS	04010500	2012-11-26	144	A
USGS	04010500	2012-11-27	144	A:e
USGS	04010500	2012-11-28	145	A:e
USGS	04010500	2012-11-29	142	A:e
USGS	04010500	2012-11-30	139	A:e
USGS	04010500	2012-12-01	139	A:e
USGS	04010500	2012-12-02	140	A:e
USGS	04010500	2012-12-03	139	A:e
USGS	04010500	2012-12-04	138	A:e
USGS	04010500	2012-12-05	134	A:e
USGS	04010500	2012-12-06	135	A:e
USGS	04010500	2012-12-07	130	A:e
USGS	04010500	2012-12-08	123	A:e
USGS	04010500	2012-12-09	119	A:e
USGS	04010500	2012-12-10	117	A:e
USGS	04010500	2012-12-11	115	A:e
USGS	04010500	2012-12-12	113	A:e
USGS	04010500	2012-12-13	110	A:e
USGS	04010500	2012-12-14	108	A:e
USGS	04010500	2012-12-15	112	A:e
USGS	04010500	2012-12-16	117	A:e
USGS	04010500	2012-12-17	117	A:e
USGS	04010500	2012-12-18	117	A:e
USGS	04010500	2012-12-19	115	A:e
USGS	04010500	2012-12-20	114	A:e
USGS	04010500	2012-12-21	111	A:e
USGS	04010500	2012-12-22	107	A:e
USGS	04010500	2012-12-23	101	A:e
USGS	04010500	2012-12-24	97.6	A:e
USGS	04010500	2012-12-25	94.7	A:e
USGS	04010500	2012-12-26	91.5	A:e
USGS	04010500	2012-12-27	88.8	A:e
USGS	04010500	2012-12-28	85.6	A:e
USGS	04010500	2012-12-29	82.1	A:e
USGS	04010500	2012-12-30	79.8	A:e
USGS	04010500	2012-12-31	76.3	A:e
USGS	04010500	2013-01-01	73.8	A:e
USGS	04010500	2013-01-02	71.6	A:e
USGS	04010500	2013-01-03	69.5	A:e
USGS	04010500	2013-01-04	68.8	A:e
USGS	04010500	2013-01-05	68.5	A:e
USGS	04010500	2013-01-06	67.6	A:e
USGS	04010500	2013-01-07	68.7	A:e
USGS	04010500	2013-01-08	71.1	A:e
USGS	04010500	2013-01-09	73.8	A:e
USGS	04010500	2013-01-10	76.2	A:e
USGS	04010500	2013-01-11	77.7	A:e
USGS	04010500	2013-01-12	78.7	A:e
USGS	04010500	2013-01-13	78.0	A:e
USGS	04010500	2013-01-14	78.0	A:e
USGS	04010500	2013-01-15	78.0	A:e
USGS	04010500	2013-01-16	76.5	A:e
USGS	04010500	2013-01-17	76.2	A:e
USGS	04010500	2013-01-18	75.6	A:e
USGS	04010500	2013-01-19	75.3	A:e
USGS	04010500	2013-01-20	74.7	A:e
USGS	04010500	2013-01-21	74.4	A:e
USGS	04010500	2013-01-22	74.8	A:e
USGS	04010500	2013-01-23	74.7	A:e
USGS	04010500	2013-01-24	75.0	A:e
USGS	04010500	2013-01-25	75.3	A:e
USGS	04010500	2013-01-26	75.0	A:e
USGS	04010500	2013-01-27	78.0	A:e
USGS	04010500	2013-01-28	79.6	A:e
USGS	04010500	2013-01-29	78.4	A:e
USGS	04010500	2013-01-30	77.1	A:e
USGS	04010500	2013-01-31	76.6	A:e
USGS	04010500	2013-02-01	76.8	A:e
USGS	04010500	2013-02-02	76.5	A:e
USGS	04010500	2013-02-03	77.2	A:e
USGS	04010500	2013-02-04	76.5	A:e
USGS	04010500	2013-02-05	76.8	A:e
USGS	04010500	2013-02-06	77.1	A:e
USGS	04010500	2013-02-07	76.5	A:e
USGS	04010500	2013-02-08	75.0	A:e
USGS	04010500	2013-02-09	73.8	A:e
USGS	04010500	2013-02-10	74.1	A:e
USGS	04010500	2013-02-11	73.5	A:e
USGS	04010500	2013-02-12	73.5	A:e
USGS	04010500	2013-02-13	73.7	A:e
USGS	04010500	2013-02-14	74.1	A:e
USGS	04010500	2013-02-15	73.1	A:e
USGS	04010500	2013-02-16	73.1	A:e
USGS	04010500	2013-02-17	74.1	A:e
USGS	04010500	2013-02-18	73.7	A:e
USGS	04010500	2013-02-19	73.5	A:e
USGS	04010500	2013-02-20	73.1	A:e
USGS	04010500	2013-02-21	72.9	A:e
USGS	04010500	2013-02-22	74.2	A:e
USGS	04010500	2013-02-23	75.2	A:e
USGS	04010500	2013-02-24	75.8	A:e
USGS	04010500	2013-02-25	76.5	A:e
USGS	04010500	2013-02-26	77.1	A:e
USGS	04010500	2013-02-27	77.5	A:e
USGS	04010500	2013-02-28	77.1	A:e
USGS	04010500	2013-03-01	76.5	A:e
USGS	04010500	2013-03-02	75.8	A:e
USGS	04010500	2013-03-03	75.8	A:e
USGS	04010500	2013-03-04	75.8	A:e
USGS	04010500	2013-03-05	76.1	A:e
USGS	04010500	2013-03-06	76.5	A:e
USGS	04010500	2013-03-07	76.8	A:e
USGS	04010500	2013-03-08	77.5	A:e
USGS	04010500	2013-03-09	78.1	A:e
USGS	04010500	2013-03-10	78.8	A:e
USGS	04010500	2013-03-11	78.8	A:e
USGS	04010500	2013-03-12	78.8	A:e
USGS	04010500	2013-03-13	78.8	A:e
USGS	04010500	2013-03-14	79.5	A:e
USGS	04010500	2013-03-15	79.8	A:e
USGS	04010500	2013-03-16	79.1	A:e
USGS	04010500	2013-03-17	78.5	A:e
USGS	04010500	2013-03-18	79.5	A:e
USGS	04010500	2013-03-19	80.2	A:e
USGS	04010500	2013-03-20	81.2	A:e
USGS	04010500	2013-03-21	82.3	A:e
USGS	04010500	2013-03-22	83.3	A:e
USGS	04010500	2013-03-23	84.8	A:e
USGS	04010500	2013-03-24	87.0	A:e
USGS	04010500	2013-03-25	90.4	A:e
USGS	04010500	2013-03-26	94.4	A:e
USGS	04010500	2013-03-27	97.7	A:e
USGS	04010500	2013-03-28	101	A:e
USGS	04010500	2013-03-29	107	A:e
USGS	04010500	2013-03-30	114	A:e
USGS	04010500	2013-03-31	120	A:e
USGS	04010500	2013-04-01	124	A:e
USGS	04010500	2013-04-02	123	A:e
USGS	04010500	2013-04-03	123	A:e
USGS	04010500	2013-04-04	123	A:e
USGS	04010500	2013-04-05	123	A:e
USGS	04010500	2013-04-06	124	A:e
USGS	04010500	2013-04-07	124	A:e
USGS	04010500	2013-04-08	125	A:e
USGS	04010500	2013-04-09	126	A:e
USGS	04010500	2013-04-10	127	A:e
USGS	04010500	2013-04-11	129	A:e
USGS	04010500	2013-04-12	129	A:e
USGS	04010500	2013-04-13	131	A:e
USGS	04010500	2013-04-14	134	A:e
USGS	04010500	2013-04-15	136	A:e
USGS	04010500	2013-04-16	139	A:e
USGS	04010500	2013-04-17	142	A:e
USGS	04010500	2013-04-18	145	A:e
USGS	04010500	2013-04-19	148	A:e
USGS	04010500	2013-04-20	149	A:e
USGS	04010500	2013-04-21	152	A:e
USGS	04010500	2013-04-22	155	A:e
USGS	04010500	2013-04-23	165	A:e
USGS	04010500	2013-04-24	177	A:e
USGS	04010500	2013-04-25	200	A:e
USGS	04010500	2013-04-26	230	A:e
USGS	04010500	2013-04-27	297	A:e
USGS	04010500	2013-04-28	521	A:e
USGS	04010500	2013-04-29	1090	A:e
USGS	04010500	2013-04-30	2270	A:e
USGS	04010500	2013-05-01	3510	A:e
USGS	04010500	2013-05-02	3140	A
USGS	04010500	2013-05-03	2390	A
USGS	04010500	2013-05-04	1890	A
USGS	04010500	2013-05-05	1920	A
USGS	04010500	2013-05-06	2430	A
USGS	04010500	2013-05-07	3200	A
USGS	04010500	2013-05-08	3680	A
USGS	04010500	2013-05-09	3710	A
USGS	04010500	2013-05-10	3240	A
USGS	04010500	2013-05-11	2710	A
USGS	04010500	2013-05-12	2300	A
USGS	04010500	2013-05-13	2060	A
USGS	04010500	2013-05-14	1860	A
USGS	04010500	2013-05-15	1780	A
USGS	04010500	2013-05-16	1770	A
USGS	04010500	2013-05-17	1670	A
USGS	04010500	2013-05-18	1580	A
USGS	04010500	2013-05-19	1610	A
USGS	04010500	2013-05-20	3730	A
USGS	04010500	2013-05-21	4830	A
USGS	04010500	2013-05-22	4740	A
USGS	04010500	2013-05-23	3950	A
USGS	04010500	2013-05-24	3140	A
USGS	04010500	2013-05-25	2590	A
USGS	04010500	2013-05-26	2250	A
USGS	04010500	2013-05-27	2020	A
USGS	04010500	2013-05-28	1860	A
USGS	04010500	2013-05-29	1730	A
USGS	04010500	2013-05-30	1720	A
USGS	04010500	2013-05-31	1790	A
USGS	04010500	2013-06-01	1880	A
USGS	04010500	2013-06-02	1840	A
USGS	04010500	2013-06-03	1750	A
USGS	04010500	2013-06-04	1590	A
USGS	04010500	2013-06-05	1450	A
USGS	04010500	2013-06-06	1340	A
USGS	04010500	2013-06-07	1250	A
USGS	04010500	2013-06-08	1170	A
USGS	04010500	2013-06-09	1090	A
USGS	04010500	2013-06-10	1060	A
USGS	04010500	2013-06-11	1060	A
USGS	04010500	2013-06-12	1020	A
USGS	04010500	2013-06-13	948	A
USGS	04010500	2013-06-14	877	A
USGS	04010500	2013-06-15	811	A
USGS	04010500	2013-06-16	769	A
USGS	04010500	2013-06-17	763	A
USGS	04010500	2013-06-18	724	A
USGS	04010500	2013-06-19	675	A
USGS	04010500	2013-06-20	636	A
USGS	04010500	2013-06-21	604	A
USGS	04010500	2013-06-22	580	A
USGS	04010500	2013-06-23	565	A
USGS	04010500	2013-06-24	555	A
USGS	04010500	2013-06-25	530	A
USGS	04010500	2013-06-26	506	A
USGS	04010500	2013-06-27	514	A
USGS	04010500	2013-06-28	568	A
USGS	04010500	2013-06-29	669	A
USGS	04010500	2013-06-30	690	A
USGS	04010500	2013-07-01	621	A
USGS	04010500	2013-07-02	566	A
USGS	04010500	2013-07-03	508	A
USGS	04010500	2013-07-04	468	A
USGS	04010500	2013-07-05	432	A
USGS	04010500	2013-07-06	413	A
USGS	04010500	2013-07-07	776	A
USGS	04010500	2013-07-08	669	A
USGS	04010500	2013-07-09	590	A
USGS	04010500	2013-07-10	628	A
USGS	04010500	2013-07-11	554	A
USGS	04010500	2013-07-12	486	A
USGS	04010500	2013-07-13	436	A
USGS	04010500	2013-07-14	410	A
USGS	04010500	2013-07-15	420	A
USGS	04010500	2013-07-16	433	A
USGS	04010500	2013-07-17	414	A
USGS	04010500	2013-07-18	1040	A
USGS	04010500	2013-07-19	3160	A
USGS	04010500	2013-07-20	2550	A
USGS	04010500	2013-07-21	1990	A
USGS	04010500	2013-07-22	1530	A
USGS	04010500	2013-07-23	1270	A
USGS	04010500	2013-07-24	1110	A
USGS	04010500	2013-07-25	1020	A
USGS	04010500	2013-07-26	1080	A
USGS	04010500	2013-07-27	1170	A
USGS	04010500	2013-07-28	1120	A
USGS	04010500	2013-07-29	1060	A
USGS	04010500	2013-07-30	980	A
USGS	04010500	2013-07-31	936	A
USGS	04010500	2013-08-01	872	A
USGS	04010500	2013-08-02	833	A
USGS	04010500	2013-08-03	788	A
USGS	04010500	2013-08-04	746	A
USGS	04010500	2013-08-05	701	A
USGS	04010500	2013-08-06	666	A
USGS	04010500	2013-08-07	650	A
USGS	04010500	2013-08-08	627	A
USGS	04010500	2013-08-09	594	A
USGS	04010500	2013-08-10	567	A
USGS	04010500	2013-08-11	539	A
USGS	04010500	2013-08-12	513	A
USGS	04010500	2013-08-13	488	A
USGS	04010500	2013-08-14	465	A
USGS	04010500	2013-08-15	443	A
USGS	04010500	2013-08-16	422	A
USGS	04010500	2013-08-17	404	A
USGS	04010500	2013-08-18	387	A
USGS	04010500	2013-08-19	373	A
USGS	04010500	2013-08-20	361	A
USGS	04010500	2013-08-21	346	A
USGS	04010500	2013-08-22	332	A
USGS	04010500	2013-08-23	322	A
USGS	04010500	2013-08-24	311	A
USGS	04010500	2013-08-25	301	A
USGS	04010500	2013-08-26	291	A
USGS	04010500	2013-08-27	282	A
USGS	04010500	2013-08-28	272	A
USGS	04010500	2013-08-29	267	A
USGS	04010500	2013-08-30	313	A
USGS	04010500	2013-08-31	305	A
USGS	04010500	2013-09-01	349	A
USGS	04010500	2013-09-02	313	A
USGS	04010500	2013-09-03	293	A
USGS	04010500	2013-09-04	273	A
USGS	04010500	2013-09-05	258	A
USGS	04010500	2013-09-06	245	A
USGS	04010500	2013-09-07	236	A
USGS	04010500	2013-09-08	224	A
USGS	04010500	2013-09-09	228	A
USGS	04010500	2013-09-10	279	A
USGS	04010500	2013-09-11	270	A
USGS	04010500	2013-09-12	260	A
USGS	04010500	2013-09-13	246	A
USGS	04010500	2013-09-14	233	A
